Date,Hive Temperature,Hive Humidity,Red Luminous Intensity,Green Luminous Intensity,Blue Luminous Intensity,White Luminous Intensity,IR Luminous Intensity,Sound Intensity,Hive Weight,Temperature,Humidity,Pressure,Dew Point,Vapour-Pressure Deficit,Humidity Deficit,Underbasket Weight,Bee Flow
2023-06-17 02:05:31,30.5078,57.9114,1.0,0.0,0.0,0.0,1.0,543.0,39.7086,17.0,100.0,100.8,16.9,0.0,0,0.0390507,0.0
2023-06-17 03:07:15,29.8934,58.9313,30.0,1.0,1.0,6.0,1.0,476.0,39.8,16.4,100.0,100.8,16.3,0.0,0,0.0352685,25.0
2023-06-17 03:45:06,33.6197,62.0458,677.0,40.0,31.0,56.0,0.0,424.0,39.6171,16.4,100.0,100.8,16.3,0.0,0,0.0364032,66.0
2023-06-17 05:45:09,36.4999,61.2153,702.0,895.0,510.0,1574.0,0.0,345.0,39.8172,16.4,100.0,100.9,16.3,0.0,0,0.0392399,268.0
2023-06-17 08:27:38,36.4697,63.316,807.0,860.0,520.0,1567.0,9.0,264.0,39.7772,23.0,65.5,100.9,16.1,9.7,6,0.0387671,278.0
2023-06-17 11:10:07,36.1475,57.6305,302.0,1050.0,612.0,1904.0,182.0,582.0,39.9486,27.2,43.8,101.0,13.8,20.3,13,0.0296899,322.0
2023-06-17 11:16:20,36.0065,57.8198,292.0,331.0,242.0,533.0,3750.0,375.0,39.9658,26.9,46.7,101.0,14.5,18.9,12,0.0296899,322.0
2023-06-17 13:53:19,35.7043,51.3344,290.0,318.0,237.0,507.0,3689.0,418.0,39.8686,28.2,38.0,101.0,12.5,23.7,15,0.0329992,3246.0
2023-06-17 14:22:59,35.3216,50.7786,176.0,313.0,228.0,517.0,3940.0,481.0,40.2514,28.7,38.4,101.0,13.1,24.2,15,0.0253404,1854.0
2023-06-17 16:23:39,32.4011,49.2458,11.0,203.0,149.0,339.0,2406.0,759.0,40.6,30.2,33.6,101.0,12.4,28.5,18,0.0364977,161.0
2023-06-17 18:24:19,31.7465,54.5282,0.0,17.0,10.0,32.0,2393.0,1185.0,40.7772,27.3,39.0,101.1,12.1,22.1,14,0.0317701,106.0
2023-06-17 20:24:59,30.7092,54.455,0.0,1.0,0.0,5.0,2160.0,695.0,40.7943,19.8,65.9,101.2,13.2,7.9,5,0.0286498,0.0
2023-06-17 20:30:13,27.8591,54.1435,0.0,0.0,0.0,1.0,1232.0,721.0,40.72,19.8,65.9,101.2,13.2,7.9,5,0.0286498,0.0
2023-06-17 20:58:34,27.2448,53.7588,0.0,0.0,0.0,0.0,65.0,720.0,40.6457,18.5,76.7,101.2,14.3,5.0,3,0.0299735,0.0
2023-06-17 23:07:33,25.5629,55.1573,0.0,0.0,0.0,0.0,6.0,2752.0,40.56,16.7,93.8,101.3,15.7,1.2,1,0.0312026,0.0
2023-06-18 01:16:32,28.7957,56.9954,1.0,0.0,0.0,0.0,1.0,425.0,40.1657,16.1,93.4,101.3,14.9,1.2,1,0.0321483,0.0
2023-06-18 03:25:31,28.3324,58.2779,8.0,1.0,1.0,6.0,0.0,499.0,40.3314,16.5,83.0,101.3,13.5,3.2,2,0.0337557,94.0
2023-06-18 05:12:58,32.673,60.3786,928.0,15.0,8.0,36.0,0.0,520.0,40.1485,17.0,68.5,101.3,11.1,6.1,4,0.0354576,190.0
2023-06-18 05:52:38,37.3358,60.1405,503.0,1234.0,713.0,2173.0,0.0,320.0,40.2343,18.0,62.6,101.3,10.8,7.7,5,0.0349848,215.0
2023-06-18 08:35:07,36.9229,61.771,440.0,639.0,387.0,1165.0,7.0,233.0,40.2228,23.6,46.7,101.4,11.5,15.5,10,0.0329047,445.0
2023-06-18 11:14:34,35.2713,55.9634,396.0,567.0,341.0,1038.0,51.0,311.0,40.2628,28.5,41.0,101.4,13.9,22.9,14,0.023733,359.0
2023-06-18 11:17:36,35.1706,56.7939,244.0,452.0,319.0,777.0,5201.0,272.0,40.3257,28.5,41.0,101.4,13.9,22.9,14,0.023733,359.0
2023-06-18 13:51:33,35.4022,51.6092,264.0,344.0,232.0,486.0,2644.0,650.0,40.1429,30.2,34.8,101.3,12.9,28.1,17,0.0269478,1563.0
2023-06-18 14:23:07,34.8886,51.5359,60.0,316.0,219.0,532.0,2283.0,728.0,40.5714,29.9,31.4,101.3,11.1,28.9,18,0.0319592,1729.0
2023-06-18 16:23:47,32.8543,50.9252,10.0,85.0,62.0,150.0,2764.0,696.0,40.8915,31.5,27.4,101.3,10.5,33.5,21,0.0286498,141.0
2023-06-18 18:24:27,30.8804,52.1466,0.0,13.0,14.0,16.0,1797.0,865.0,40.9829,29.2,31.1,101.4,10.4,28.0,17,0.0348903,126.0
2023-06-18 20:25:07,29.9035,54.5038,0.0,0.0,0.0,1.0,1769.0,641.0,40.9885,18.9,64.7,101.4,12.1,7.7,5,0.0263805,0.0
2023-06-18 20:30:43,27.6375,55.3038,0.0,0.0,0.0,0.0,433.0,1157.0,40.8972,18.9,64.7,101.4,12.1,7.7,5,0.0263805,0.0
2023-06-18 20:57:20,26.4693,56.0,0.0,0.0,0.0,0.0,56.0,844.0,40.8172,16.6,98.2,101.5,16.2,0.3,0,0.028177,0.0
2023-06-18 23:06:19,26.0866,60.5924,0.0,0.0,0.0,0.0,5.0,351.0,40.7658,16.3,83.8,101.6,13.6,3.0,2,0.029028,0.0
2023-06-19 01:15:18,28.554,62.5221,0.0,0.0,0.0,0.0,1.0,573.0,40.1829,16.6,88.6,101.5,14.7,2.1,1,0.0304463,0.0
2023-06-19 03:24:17,29.8934,61.0992,36.0,1.0,0.0,2.0,0.0,1021.0,40.56,14.6,100.0,101.5,14.6,0.0,0,0.0312973,93.0
2023-06-19 05:13:05,32.4313,62.974,228.0,45.0,31.0,77.0,0.0,440.0,40.4914,15.0,95.2,101.5,14.2,0.8,1,0.0312973,182.0
2023-06-19 05:52:41,36.8021,62.8885,901.0,302.0,185.0,554.0,0.0,321.0,40.4228,16.1,86.3,101.5,13.8,2.5,2,0.0319592,197.0
2023-06-19 08:35:10,36.2079,65.6244,1026.0,1141.0,671.0,2062.0,6.0,348.0,40.4286,25.1,50.6,101.6,14.1,15.7,10,0.0312973,644.0
2023-06-19 11:14:21,35.0699,58.2534,125.0,1338.0,813.0,2553.0,175.0,242.0,40.7086,31.8,27.2,101.5,10.6,34.1,21,0.0262859,418.0
2023-06-19 11:17:39,34.657,58.8214,56.0,153.0,97.0,285.0,1086.0,374.0,41.4972,31.8,27.2,101.5,10.6,34.1,21,0.0262859,341.0
2023-06-19 13:51:20,34.4555,52.3115,80.0,73.0,42.0,127.0,4469.0,428.0,41.2685,32.5,30.9,101.5,13.1,33.9,21,0.0137103,1427.0
2023-06-19 14:23:27,34.385,51.487,93.0,92.0,69.0,161.0,4951.0,482.0,40.9086,33.0,29.2,101.5,12.7,35.7,22,0.0205181,1914.0
2023-06-19 16:24:07,31.5551,51.0229,12.0,123.0,82.0,166.0,724.0,1225.0,41.0,33.6,27.4,101.4,12.2,37.7,23,0.0213691,563.0
2023-06-19 18:24:47,30.6588,53.0748,1.0,19.0,13.0,39.0,331.0,855.0,41.0972,32.1,28.5,101.4,11.6,34.2,21,0.0219365,534.0
2023-06-19 20:25:27,29.6417,53.8504,0.0,1.0,0.0,5.0,559.0,463.0,41.1257,21.4,88.5,101.4,19.3,2.9,2,0.0271369,0.0
2023-06-19 20:31:17,27.4261,54.5466,0.0,0.0,0.0,0.0,597.0,433.0,41.0629,21.4,88.5,101.4,19.3,2.9,2,0.0271369,0.0
2023-06-19 20:57:31,27.1038,54.9435,0.0,0.0,0.0,0.0,83.0,881.0,41.0285,20.1,99.5,101.5,19.9,0.1,0,0.027326,0.0
2023-06-19 23:06:30,26.4089,61.6122,0.0,0.0,0.0,0.0,9.0,910.0,40.9543,18.0,100.0,101.6,17.9,0.0,0,0.0296899,0.0
2023-06-20 01:15:29,29.1885,65.9298,1.0,0.0,0.0,0.0,1.0,553.0,40.3085,15.4,100.0,101.6,15.4,0.0,0,0.0304463,0.0
2023-06-20 03:24:28,31.3738,67.084,34.0,1.0,0.0,6.0,0.0,435.0,40.6857,15.1,100.0,101.6,15.1,0.0,0,0.0312027,186.0
2023-06-20 05:15:40,32.1896,69.9786,890.0,38.0,30.0,68.0,0.0,721.0,40.5143,16.8,100.0,101.6,16.7,0.0,0,0.03177,235.0
2023-06-20 05:33:27,35.7043,69.9725,783.0,1202.0,667.0,2029.0,0.0,328.0,40.5257,16.8,100.0,101.6,16.7,0.0,0,0.0323374,436.0
2023-06-20 05:53:16,35.1504,71.7313,878.0,983.0,598.0,1780.0,14.0,218.0,40.4857,16.4,100.0,101.6,16.4,0.0,0,0.0323374,432.0
2023-06-20 08:35:45,34.3347,68.7084,279.0,1146.0,700.0,2144.0,166.0,212.0,40.6171,27.4,57.9,101.6,18.2,15.3,10,0.0311082,807.0
2023-06-20 11:14:55,34.5865,69.1664,256.0,302.0,225.0,472.0,5203.0,499.0,40.6457,33.8,28.0,101.6,12.7,37.8,23,0.0255295,503.0
2023-06-20 11:18:14,34.9188,64.684,274.0,275.0,212.0,434.0,4078.0,480.0,40.4114,33.8,28.0,101.6,12.7,37.8,23,0.0255295,503.0
2023-06-20 13:51:54,34.6167,63.774,224.0,306.0,232.0,484.0,4368.0,633.0,40.6628,33.2,33.7,101.6,15.1,33.9,21,0.0209909,2540.0
2023-06-20 14:23:53,31.8673,63.7435,12.0,263.0,172.0,421.0,2486.0,1179.0,40.9085,33.4,32.6,101.5,14.7,34.8,22,0.0209909,4079.0
2023-06-20 16:24:33,30.407,66.0153,0.0,16.0,12.0,35.0,2314.0,1733.0,41.0972,33.6,31.4,101.5,14.4,35.8,22,0.0227874,545.0
2023-06-20 18:25:13,29.4503,68.1405,0.0,0.0,0.0,4.0,2288.0,696.0,41.1486,32.6,30.0,101.4,12.8,34.6,22,0.02118,775.0
2023-06-20 20:25:53,29.41,69.2214,0.0,0.0,0.0,0.0,1733.0,635.0,41.0571,23.5,96.9,101.5,22.9,0.9,1,0.0265696,0.0
2023-06-20 20:33:29,27.6778,74.3817,0.0,0.0,0.0,0.0,63.0,1110.0,41.0057,23.5,96.9,101.5,22.9,0.9,1,0.0265696,0.0
2023-06-20 22:42:28,26.4391,76.4519,0.0,0.0,0.0,0.0,12.0,861.0,40.9428,20.3,100.0,101.6,20.2,0.0,0,0.0288389,0.0
2023-06-21 00:51:27,29.2187,75.6214,0.0,0.0,0.0,0.0,1.0,527.0,40.2572,18.2,100.0,101.6,18.1,0.0,0,0.0297844,0.0
2023-06-21 03:00:26,30.3365,75.7069,33.0,2.0,1.0,6.0,0.0,532.0,40.8171,18.4,100.0,101.6,18.3,0.0,0,0.03073,42.0
2023-06-21 05:09:25,32.7838,76.7817,915.0,43.0,30.0,69.0,0.0,341.0,40.4914,17.0,100.0,101.6,17.0,0.0,0,0.0312027,437.0
2023-06-21 05:12:22,36.1072,75.4137,838.0,1209.0,689.0,2083.0,0.0,405.0,40.6971,16.7,100.0,101.6,16.6,0.0,0,0.0312027,437.0
2023-06-21 05:52:12,35.8856,76.3237,972.0,1055.0,636.0,1911.0,14.0,353.0,40.6457,17.4,100.0,101.6,17.3,0.0,0,0.0319592,787.0
2023-06-21 08:34:41,34.8282,72.1466,276.0,1292.0,757.0,2368.0,161.0,436.0,40.8172,28.1,73.0,101.6,22.6,10.2,6,0.0312027,687.0
2023-06-21 11:15:11,35.6439,72.5679,300.0,329.0,243.0,496.0,5454.0,478.0,40.7771,35.2,35.1,101.6,17.5,37.0,23,0.0216528,604.0
2023-06-21 11:17:10,35.8655,65.887,292.0,357.0,271.0,578.0,4156.0,614.0,40.5714,35.2,35.1,101.6,17.5,37.0,23,0.0216528,604.0
2023-06-21 13:52:10,35.0497,66.0824,220.0,320.0,245.0,526.0,4691.0,649.0,40.7772,35.1,42.0,101.5,20.1,32.7,21,0.0186271,2183.0
2023-06-21 14:24:03,33.2068,68.7756,12.0,267.0,177.0,410.0,2516.0,3627.0,40.9943,34.1,44.1,101.5,20.0,29.9,19,0.0207073,2063.0
2023-06-21 16:24:43,31.3638,70.2412,0.0,18.0,13.0,38.0,2709.0,2950.0,41.2172,35.6,36.8,101.5,18.4,36.7,23,0.0243003,1124.0
2023-06-21 18:25:23,30.5581,73.3496,0.0,0.0,0.0,4.0,2322.0,756.0,41.3258,34.5,39.6,101.5,18.7,33.1,21,0.0232602,905.0
2023-06-21 20:26:03,30.7192,73.9969,0.0,0.0,0.0,0.0,1659.0,1002.0,41.2343,25.5,100.0,101.5,25.3,0.0,0,0.0292171,0.0
2023-06-21 20:32:03,29.5409,75.084,0.0,0.0,0.0,0.0,67.0,1123.0,41.1943,25.5,100.0,101.5,25.3,0.0,0,0.0292171,0.0
2023-06-21 20:57:33,28.6648,78.626,0.0,0.0,0.0,0.0,7.0,1897.0,41.1314,24.2,100.0,101.6,24.1,0.0,0,0.0304463,0.0
2023-06-21 23:06:32,29.3899,80.3908,1.0,0.0,0.0,0.0,1.0,881.0,40.6743,21.6,100.0,101.6,21.5,0.0,0,0.0304463,0.0
2023-06-22 01:15:31,31.394,80.4092,28.0,1.0,0.0,5.0,0.0,511.0,41.3543,19.4,100.0,101.6,19.2,0.0,0,0.0311082,0.0
2023-06-22 03:24:30,33.7909,80.4885,841.0,41.0,29.0,72.0,0.0,582.0,41.0685,18.6,100.0,101.6,18.5,0.0,0,0.0319591,1248.0
2023-06-22 05:14:34,36.1072,79.5908,791.0,1057.0,620.0,1833.0,0.0,596.0,41.1314,18.0,100.0,101.7,17.9,0.0,0,0.0321483,520.0
2023-06-22 05:54:58,36.1978,79.3954,898.0,980.0,591.0,1769.0,9.0,517.0,41.0971,18.5,100.0,101.6,18.4,0.0,0,0.0325265,761.0
2023-06-22 08:37:27,37.4063,70.0031,295.0,1131.0,697.0,2086.0,166.0,378.0,41.0914,30.1,63.4,101.7,22.2,15.6,10,0.0315808,844.0
2023-06-22 11:15:13,37.2955,71.3649,268.0,327.0,251.0,524.0,5155.0,556.0,41.1143,35.3,46.2,101.6,21.9,30.8,19,0.0218419,1112.0
2023-06-22 11:19:56,36.1072,57.9053,301.0,315.0,232.0,526.0,4074.0,691.0,41.0629,35.3,46.2,101.6,21.9,30.8,19,0.0218419,1112.0
2023-06-22 13:52:12,36.228,54.6992,199.0,342.0,243.0,552.0,4394.0,1041.0,41.0343,36.1,38.2,101.6,19.6,37.0,23,0.0180598,1521.0
2023-06-22 14:23:50,32.9348,55.8107,12.0,224.0,162.0,370.0,2483.0,1807.0,41.4856,36.2,37.4,101.6,19.3,37.6,24,0.0155068,2452.0
2023-06-22 16:24:30,32.7133,59.2122,1.0,22.0,17.0,31.0,2371.0,2625.0,41.6571,37.0,32.4,101.5,17.7,42.4,27,0.0203291,1674.0
2023-06-22 18:25:10,31.5853,60.9588,0.0,1.0,0.0,5.0,2281.0,714.0,41.7486,35.8,35.4,101.5,18.0,38.0,24,0.0207073,1101.0
2023-06-22 20:25:50,30.1553,62.6565,0.0,0.0,0.0,0.0,1441.0,351.0,41.6572,26.3,100.0,101.5,26.1,0.0,0,0.0315809,0.0
2023-06-22 20:32:08,28.6346,63.4626,0.0,0.0,0.0,0.0,91.0,1534.0,41.5886,26.3,100.0,101.5,26.1,0.0,0,0.0315809,0.0
2023-06-22 20:57:42,27.7584,67.2855,0.0,0.0,0.0,0.0,8.0,3573.0,41.5371,25.0,100.0,101.5,24.8,0.0,0,0.029879,0.0
2023-06-22 23:06:41,30.1251,69.4595,0.0,0.0,0.0,0.0,0.0,453.0,40.8743,22.1,100.0,101.6,22.0,0.0,0,0.0314864,0.0
2023-06-23 01:15:40,32.25,68.8,30.0,1.0,0.0,1.0,0.0,782.0,41.7314,20.6,100.0,101.5,20.5,0.0,0,0.0316755,0.0
2023-06-23 03:24:39,33.3477,70.2412,621.0,25.0,20.0,51.0,0.0,400.0,41.5199,19.1,100.0,101.4,19.1,0.0,0,0.0323374,2432.0
2023-06-23 05:14:51,37.5574,70.1252,237.0,742.0,455.0,1254.0,0.0,439.0,41.5143,18.5,100.0,101.4,18.4,0.0,0,0.0318646,885.0
2023-06-23 05:52:42,37.1747,68.8183,934.0,297.0,185.0,516.0,7.0,312.0,41.48,19.2,100.0,101.4,19.1,0.0,0,0.0328101,1091.0
2023-06-23 08:35:11,37.2351,63.6885,170.0,1188.0,713.0,2157.0,162.0,291.0,41.5486,29.2,82.8,101.4,25.8,7.0,4,0.0308245,1130.0
2023-06-23 11:15:04,37.1344,64.1405,200.0,247.0,158.0,445.0,3587.0,322.0,41.5771,34.5,51.5,101.4,22.9,26.6,17,0.0240166,970.0
2023-06-23 11:17:40,36.2985,59.8718,148.0,244.0,159.0,446.0,1389.0,467.0,41.36,34.5,51.5,101.4,22.9,26.6,17,0.0240166,970.0
2023-06-23 13:52:03,35.9259,57.545,25.0,203.0,136.0,353.0,4572.0,416.0,41.7886,34.1,47.1,101.3,21.1,28.3,18,0.0168306,1346.0
2023-06-23 14:24:23,33.8311,53.6427,1.0,37.0,22.0,69.0,1101.0,1223.0,42.0742,34.3,45.2,101.2,20.7,29.7,19,0.0185325,1660.0
2023-06-23 16:25:03,32.814,57.8809,0.0,1.0,0.0,5.0,1232.0,1186.0,42.1714,34.2,49.5,101.2,22.0,27.2,17,0.0221256,1484.0
2023-06-23 18:25:43,31.6155,56.1527,0.0,0.0,0.0,0.0,972.0,900.0,42.12,32.3,51.6,101.1,21.0,23.4,15,0.0250567,1285.0
2023-06-23 20:26:23,29.9841,56.9466,0.0,0.0,0.0,0.0,161.0,528.0,42.04,25.4,100.0,101.1,25.2,0.0,0,0.0300681,0.0
2023-06-23 20:31:34,28.7051,57.8687,0.0,0.0,0.0,0.0,7.0,823.0,41.9657,25.4,100.0,101.1,25.2,0.0,0,0.0300681,0.0
2023-06-23 20:57:36,28.1713,63.774,1.0,0.0,0.0,0.0,1.0,1201.0,41.6171,24.5,100.0,101.1,24.4,0.0,0,0.0319591,0.0
2023-06-23 23:06:35,30.115,65.7099,39.0,0.0,0.0,6.0,0.0,569.0,42.3543,22.5,100.0,101.2,22.4,0.0,0,0.0329047,0.0
2023-06-24 01:15:34,30.0848,65.771,876.0,49.0,32.0,82.0,0.0,715.0,42.1371,21.6,100.0,101.1,21.4,0.0,0,0.0323374,0.0
2023-06-24 03:24:33,32.0184,68.4702,821.0,1153.0,665.0,1980.0,0.0,622.0,41.9829,21.2,100.0,101.1,21.1,0.0,0,0.0375378,2982.0
2023-06-24 05:15:20,38.0005,67.5847,888.0,1013.0,618.0,1881.0,13.0,572.0,41.9428,18.9,100.0,101.1,18.8,0.0,0,0.0345121,731.0
2023-06-24 05:33:32,38.0911,67.029,282.0,1154.0,680.0,2074.0,190.0,289.0,42.0114,18.9,100.0,101.1,18.8,0.0,0,0.0338502,1093.0
2023-06-24 05:54:03,37.7789,62.0153,286.0,329.0,244.0,543.0,5030.0,286.0,42.04,18.9,100.0,101.1,18.9,0.0,0,0.0338502,1071.0
2023-06-24 08:36:32,37.6279,62.2718,290.0,318.0,235.0,496.0,3985.0,348.0,41.8172,29.6,51.3,101.2,18.4,20.2,13,0.0352685,940.0
2023-06-24 11:15:12,37.2049,54.8397,199.0,330.0,243.0,540.0,4189.0,359.0,42.0172,32.4,37.3,101.2,15.9,30.5,19,0.026475,819.0
2023-06-24 11:19:01,36.3388,53.4168,12.0,231.0,160.0,374.0,2463.0,309.0,42.3657,32.4,37.3,101.2,15.9,30.5,19,0.026475,819.0
2023-06-24 13:52:11,34.3649,52.7878,0.0,23.0,12.0,43.0,2365.0,989.0,42.5257,32.9,46.2,101.0,19.7,26.9,17,0.0171142,1966.0
2023-06-24 14:23:24,33.7405,55.9756,0.0,1.0,0.0,5.0,2179.0,1349.0,42.6057,31.9,51.6,101.0,20.5,22.9,14,0.0183434,2601.0
2023-06-24 16:24:04,30.5581,57.9542,0.0,0.0,0.0,0.0,1413.0,506.0,42.5371,32.6,40.1,101.0,17.2,29.4,18,0.0222201,992.0
2023-06-24 18:24:44,29.1985,58.5282,0.0,0.0,0.0,0.0,85.0,512.0,42.4743,27.5,72.9,101.0,22.1,9.9,6,0.028177,902.0
2023-06-24 20:25:24,28.0807,62.3084,0.0,0.0,0.0,0.0,7.0,647.0,42.4229,23.8,100.0,101.1,23.7,0.0,0,0.028177,0.0
2023-06-24 20:31:09,27.0635,65.3496,0.0,0.0,0.0,0.0,0.0,2570.0,42.4743,23.8,100.0,101.1,23.7,0.0,0,0.028177,0.0
2023-06-24 20:57:52,29.0475,66.2962,18.0,0.0,0.0,1.0,0.0,547.0,43.1086,23.1,100.0,101.2,23.0,0.0,0,0.0303517,0.0
2023-06-24 23:06:51,30.0042,66.9191,262.0,22.0,20.0,36.0,0.0,744.0,43.1885,22.1,100.0,101.2,22.0,0.0,0,0.0333775,0.0
2023-06-25 01:15:50,33.2772,68.5374,48.0,324.0,205.0,572.0,0.0,391.0,43.2342,20.6,100.0,101.1,20.5,0.0,0,0.0347012,0.0
2023-06-25 03:24:49,38.5242,68.7939,24.0,68.0,35.0,123.0,1.0,253.0,43.1143,21.6,100.0,101.1,21.5,0.0,0,0.0372542,3272.0
2023-06-25 05:14:47,38.1113,68.4275,285.0,49.0,21.0,81.0,117.0,308.0,42.68,20.6,100.0,101.1,20.5,0.0,0,0.0337557,276.0
2023-06-25 05:52:33,39.1184,60.6901,247.0,345.0,224.0,625.0,1482.0,370.0,42.7143,20.8,100.0,101.1,20.7,0.0,0,0.0372542,327.0
2023-06-25 08:35:02,39.1486,61.887,157.0,308.0,199.0,526.0,327.0,281.0,42.4972,23.8,100.0,101.1,23.7,0.0,0,0.0363085,706.0
2023-06-25 11:14:43,38.9472,52.6779,218.0,198.0,132.0,336.0,189.0,546.0,42.3715,31.4,57.9,101.1,22.0,19.4,12,0.0374433,631.0
2023-06-25 11:17:31,37.3358,50.6443,16.0,253.0,182.0,388.0,1707.0,402.0,42.6172,31.4,57.9,101.1,22.0,19.4,12,0.0374433,631.0
2023-06-25 13:51:42,34.7275,46.2229,1.0,23.0,12.0,40.0,1495.0,720.0,42.8571,28.6,66.4,101.0,21.6,13.2,8,0.0280824,490.0
2023-06-25 14:23:22,33.2672,46.5527,0.0,1.0,0.0,5.0,1050.0,1323.0,43.0172,20.8,100.0,101.1,20.7,0.0,0,0.127647,691.0
2023-06-25 16:24:02,30.4574,49.9298,0.0,0.0,0.0,0.0,1575.0,1113.0,42.9143,26.1,100.0,101.0,25.9,0.0,0,0.0613654,866.0
2023-06-25 18:24:42,28.7957,50.7359,0.0,0.0,0.0,0.0,95.0,920.0,42.8343,29.6,55.9,101.0,19.8,18.3,12,0.0645801,601.0
2023-06-25 20:25:22,28.6446,55.945,0.0,0.0,0.0,0.0,8.0,657.0,42.76,23.1,86.4,101.1,20.6,3.8,2,0.0458586,0.0
2023-06-25 20:29:49,27.8792,58.0092,0.0,0.0,0.0,0.0,1.0,524.0,42.0857,23.1,86.4,101.1,20.6,3.8,2,0.0458586,0.0
2023-06-25 20:57:27,29.5611,59.884,29.0,0.0,0.0,2.0,0.0,673.0,42.6514,21.8,100.0,101.1,21.6,0.0,0,0.0435893,0.0
2023-06-25 23:06:26,30.4977,61.8504,853.0,33.0,31.0,67.0,0.0,502.0,42.7772,20.4,100.0,101.2,20.4,0.0,0,0.0441566,0.0
2023-06-26 01:15:25,32.4917,63.7069,943.0,1202.0,680.0,2054.0,0.0,540.0,42.7543,19.3,100.0,101.2,19.2,0.0,0,0.0451021,0.0
2023-06-26 03:24:24,39.5514,63.9145,1178.0,1167.0,699.0,2152.0,8.0,280.0,42.7199,18.2,100.0,101.2,18.1,0.0,0,0.0455749,2775.0
2023-06-26 05:13:47,39.1385,64.1527,437.0,1536.0,902.0,2718.0,140.0,448.0,42.7771,18.6,100.0,101.2,18.5,0.0,0,0.0446293,389.0
2023-06-26 05:52:22,39.5816,57.771,284.0,465.0,362.0,748.0,5090.0,272.0,42.76,18.9,98.9,101.2,18.6,0.2,0,0.0440619,514.0
