Date,Hive Temperature,Hive Humidity,Red Luminous Intensity,Green Luminous Intensity,Blue Luminous Intensity,White Luminous Intensity,IR Luminous Intensity,Sound Intensity,Hive Weight,Temperature,Humidity,Pressure,Solar Radiation,Leaf Wetting,Dew Point,Vapour-Pressure Deficit,Humidity Deficit,Underbasket Weight,Bee Flow
2023-06-17 17:23:02,25.0292,66.4122,256.0,262.0,217.0,412.0,1731.0,170.0,41.7144,27.5,34.8,101.0,52.1,0.0,10.6,23.9,15,0.0576778,406.0
2023-06-17 19:19:41,26.137,67.0473,32.0,37.0,34.0,73.0,182.0,378.0,41.9487,24.5,40.9,101.2,11.2,0.0,10.3,18.2,11,0.0512482,130.0
2023-06-17 21:16:20,25.281,67.2427,0.0,0.0,0.0,0.0,0.0,382.0,42.0686,17.0,80.3,101.3,0.0,0.0,13.6,3.8,2,0.0467094,0.0
2023-06-17 21:35:01,31.817,67.7802,0.0,0.0,0.0,0.0,0.0,638.0,42.0572,17.0,80.3,101.3,0.0,0.0,13.6,3.8,2,0.0405635,0.0
2023-06-17 23:39:15,34.1937,61.2031,0.0,0.0,0.0,0.0,0.0,723.0,42.0172,16.2,73.7,101.3,0.0,0.0,11.5,4.9,3,0.0339447,0.0
2023-06-18 01:43:29,35.372,61.1481,0.0,0.0,0.0,0.0,0.0,460.0,41.9714,15.9,72.5,101.3,0.0,0.0,10.9,5.0,3,0.030068,0.0
2023-06-18 03:47:43,34.5965,56.7511,0.0,0.0,0.0,0.0,0.0,433.0,41.9199,16.9,62.6,101.2,0.0,0.0,9.8,7.2,4,0.0291225,271.0
2023-06-18 05:51:57,34.6872,56.2626,32.0,29.0,19.0,56.0,150.0,502.0,41.8286,18.1,55.7,101.3,3.6,0.0,9.1,9.2,6,0.0388617,400.0
2023-06-18 06:08:35,33.4787,55.2305,52.0,72.0,45.0,102.0,269.0,727.0,41.8171,18.1,55.7,101.3,3.6,0.0,9.1,9.2,6,0.0407526,684.0
2023-06-18 08:52:05,31.827,55.9084,1169.0,1409.0,863.0,2530.0,4476.0,385.0,41.5257,25.0,42.4,101.4,53.7,0.0,11.3,18.2,11,0.0655256,1550.0
2023-06-18 11:35:35,30.397,57.9114,1109.0,1262.0,769.0,2222.0,4057.0,312.0,41.48,28.9,36.0,101.4,100.0,0.0,12.3,25.5,16,0.0706316,1416.0
2023-06-18 11:59:03,30.2157,58.5344,547.0,589.0,401.0,953.0,2922.0,412.0,41.4971,28.9,36.8,101.4,105.1,0.0,12.6,25.1,16,0.0706316,1337.0
2023-06-18 15:05:02,29.2388,61.8992,264.0,262.0,211.0,387.0,1934.0,411.0,41.6399,30.8,31.0,101.3,102.4,0.0,11.7,30.7,19,0.0572996,1821.0
2023-06-18 15:26:43,26.6909,63.713,259.0,263.0,215.0,405.0,1897.0,239.0,41.6229,31.0,30.2,101.3,94.0,0.0,11.5,31.3,19,0.0572996,1268.0
2023-06-18 17:23:22,26.1068,64.8672,271.0,283.0,213.0,443.0,1765.0,264.0,41.6342,30.4,28.2,101.3,51.8,0.0,10.0,31.3,19,0.0586234,556.0
2023-06-18 19:20:01,26.137,65.3618,36.0,45.0,34.0,79.0,214.0,546.0,41.8571,26.0,33.2,101.4,12.0,0.0,8.6,22.5,14,0.0546522,121.0
2023-06-18 21:16:40,25.8449,65.3924,0.0,0.0,0.0,0.0,0.0,242.0,42.0057,17.1,64.9,101.5,0.0,0.0,10.4,6.8,4,0.0477496,0.0
2023-06-18 21:35:34,30.0243,66.0397,0.0,0.0,0.0,0.0,0.0,339.0,41.9943,17.1,64.9,101.5,0.0,0.0,10.4,6.8,4,0.0432111,0.0
2023-06-18 23:39:48,34.9591,61.0137,0.0,0.0,0.0,0.0,0.0,437.0,41.9657,15.0,74.6,101.6,0.0,0.0,10.5,4.3,3,0.0372542,0.0
2023-06-19 01:44:02,35.3821,60.0794,0.0,0.0,0.0,0.0,0.0,483.0,41.9199,17.2,66.0,101.5,0.0,0.0,10.8,6.7,4,0.0316756,0.0
2023-06-19 03:48:16,33.7707,54.5221,0.0,0.0,0.0,0.0,0.0,488.0,41.8686,15.7,71.0,101.5,0.0,0.0,10.5,5.2,3,0.0295954,307.0
2023-06-19 05:52:30,33.4787,54.2534,31.0,32.0,19.0,52.0,157.0,586.0,41.8057,16.6,65.7,101.5,3.5,0.0,10.2,6.5,4,0.0284607,524.0
2023-06-19 06:08:32,33.0456,53.0321,55.0,65.0,45.0,102.0,251.0,392.0,41.7772,16.6,65.7,101.5,3.5,0.0,10.2,6.5,4,0.0279879,677.0
2023-06-19 08:52:02,32.6428,51.9817,1097.0,1335.0,789.0,2382.0,4321.0,430.0,41.4686,27.0,43.2,101.6,53.7,0.0,13.4,20.3,13,0.0641074,1604.0
2023-06-19 11:35:32,29.9841,52.6534,557.0,597.0,422.0,1020.0,3038.0,325.0,41.48,32.5,29.6,101.5,100.1,0.0,12.5,34.5,21,0.0746028,1477.0
2023-06-19 11:59:07,29.9035,52.7511,642.0,712.0,468.0,1192.0,3195.0,333.0,41.5257,33.3,27.1,101.5,106.5,1.0,11.8,37.4,23,0.0746028,1363.0
2023-06-19 15:05:06,28.8561,55.1511,259.0,266.0,207.0,399.0,1962.0,192.0,41.6285,34.1,26.9,101.4,100.5,0.0,12.3,39.1,24,0.0620272,2131.0
2023-06-19 15:27:01,26.8117,57.2458,275.0,276.0,228.0,415.0,2019.0,620.0,41.6401,34.2,25.8,101.4,94.1,0.0,11.8,39.9,25,0.0620272,1847.0
2023-06-19 17:23:40,24.4652,58.516,260.0,275.0,212.0,450.0,1800.0,201.0,41.6285,33.0,27.0,101.4,53.9,0.0,11.5,36.8,23,0.061838,1185.0
2023-06-19 19:20:19,23.72,59.9939,31.0,40.0,34.0,67.0,171.0,383.0,41.7487,28.2,36.3,101.4,5.7,0.0,11.8,24.4,15,0.0575832,421.0
2023-06-19 21:16:58,22.0281,60.3969,0.0,0.0,0.0,0.0,0.0,219.0,41.9258,20.0,68.8,101.5,0.0,0.0,14.1,7.3,5,0.0450076,0.0
2023-06-19 21:36:19,30.3869,64.0122,0.0,0.0,0.0,0.0,0.0,363.0,41.8971,20.0,68.8,101.5,0.0,0.0,14.1,7.3,5,0.0450076,0.0
2023-06-19 23:40:33,36.0971,55.8107,0.0,0.0,0.0,0.0,0.0,536.0,41.8629,16.7,88.6,101.6,0.0,0.0,14.8,2.2,1,0.0363085,0.0
2023-06-20 01:44:47,35.5231,54.4305,0.0,0.0,0.0,0.0,0.0,454.0,41.7943,15.6,91.9,101.6,0.0,1.0,14.2,1.4,1,0.029879,0.0
2023-06-20 03:49:01,35.6741,48.9527,0.0,0.0,0.0,0.0,0.0,454.0,41.7486,15.9,91.4,101.6,0.0,1.0,14.5,1.5,1,0.0285552,598.0
2023-06-20 05:53:15,35.5029,48.4885,29.0,28.0,20.0,55.0,128.0,521.0,41.6686,17.3,86.8,101.6,3.2,0.0,15.0,2.6,2,0.0288389,1137.0
2023-06-20 06:09:41,34.808,47.2916,40.0,58.0,37.0,81.0,207.0,533.0,41.6457,17.3,86.8,101.6,3.2,0.0,15.0,2.6,2,0.0278933,1203.0
2023-06-20 08:53:11,32.7636,47.774,1175.0,1400.0,837.0,2567.0,4370.0,376.0,41.3943,28.8,47.5,101.6,52.8,0.0,16.4,20.8,13,0.0625,1500.0
2023-06-20 11:36:41,29.7121,47.4626,544.0,571.0,390.0,962.0,2928.0,226.0,41.52,34.5,25.8,101.6,101.0,1.0,12.0,40.6,25,0.0712934,1828.0
2023-06-20 11:59:34,29.0072,47.5298,470.0,487.0,354.0,809.0,2729.0,251.0,41.56,34.8,27.4,101.6,106.2,1.0,13.2,40.4,25,0.0712934,1633.0
2023-06-20 15:05:33,27.4764,50.9313,266.0,260.0,216.0,412.0,1916.0,161.0,41.5372,34.9,27.9,101.5,100.0,0.0,13.6,40.4,25,0.0695916,2640.0
2023-06-20 15:27:08,25.6536,53.313,269.0,281.0,234.0,419.0,1911.0,264.0,41.4914,34.7,30.9,101.5,91.8,0.0,14.9,38.2,24,0.0695916,2454.0
2023-06-20 17:23:47,24.1429,55.3588,253.0,274.0,204.0,430.0,1656.0,135.0,41.5086,34.1,28.0,101.4,50.2,0.0,13.0,38.5,24,0.0670386,1310.0
2023-06-20 19:20:26,22.6424,58.1435,38.0,44.0,41.0,81.0,225.0,289.0,41.8057,29.1,38.4,101.5,8.3,0.0,13.5,24.9,15,0.0657148,486.0
2023-06-20 21:17:05,20.3664,57.9908,0.0,0.0,0.0,0.0,0.0,278.0,41.9999,21.6,81.2,101.6,0.0,0.0,18.2,4.8,3,0.050019,0.0
2023-06-20 21:36:28,29.8431,61.0504,0.0,0.0,0.0,0.0,0.0,421.0,41.9715,21.6,81.2,101.6,0.0,0.0,18.2,4.8,3,0.044913,0.0
2023-06-20 23:40:42,36.8423,53.716,0.0,0.0,0.0,0.0,0.0,830.0,41.9143,19.7,98.8,101.6,0.0,2.0,19.4,0.3,0,0.0412253,0.0
2023-06-21 01:44:56,36.0669,52.6229,0.0,0.0,0.0,0.0,0.0,374.0,41.8514,18.0,100.0,101.6,0.0,13.0,17.9,0.0,0,0.0345121,0.0
2023-06-21 03:49:10,34.8483,49.7099,0.0,0.0,0.0,0.0,0.0,434.0,41.7943,17.5,100.0,101.6,0.0,3.0,17.4,0.0,0,0.0329992,928.0
2023-06-21 05:53:24,34.9994,49.3191,30.0,36.0,27.0,53.0,133.0,413.0,41.6914,17.7,100.0,101.6,3.3,3.0,17.6,0.0,0,0.0322427,1298.0
2023-06-21 06:10:05,34.9188,47.2733,62.0,65.0,54.0,111.0,318.0,536.0,41.6971,17.7,100.0,101.6,3.3,3.0,17.6,0.0,0,0.0322427,1833.0
2023-06-21 08:53:35,32.8341,46.5771,988.0,1176.0,703.0,2175.0,3716.0,389.0,41.4743,30.9,48.5,101.6,51.6,0.0,18.7,22.9,14,0.065242,1779.0
2023-06-21 11:37:05,29.7625,50.0214,534.0,554.0,385.0,916.0,2831.0,280.0,41.6,36.0,34.1,101.6,97.3,1.0,17.6,39.1,24,0.0735628,2025.0
2023-06-21 11:59:57,30.3063,50.6626,490.0,481.0,355.0,796.0,2668.0,235.0,41.6057,35.4,37.8,101.6,102.3,1.0,18.7,35.8,22,0.0735628,1868.0
2023-06-21 15:05:56,27.3757,55.2122,285.0,286.0,242.0,440.0,1950.0,162.0,41.68,35.3,37.4,101.5,96.2,1.0,18.5,35.8,22,0.065904,3828.0
2023-06-21 15:27:19,24.4048,57.026,298.0,296.0,235.0,432.0,1929.0,148.0,41.6857,35.6,37.2,101.5,89.1,1.0,18.7,36.6,23,0.065904,2132.0
2023-06-21 17:23:58,23.7905,58.5038,252.0,264.0,191.0,419.0,1594.0,164.0,41.7028,35.9,34.6,101.5,48.7,1.0,17.8,38.7,24,0.0649582,1437.0
2023-06-21 19:20:37,22.1489,59.5969,41.0,51.0,41.0,82.0,237.0,285.0,42.0114,30.9,46.2,101.5,8.1,0.0,17.9,24.0,15,0.0624054,465.0
2023-06-21 21:17:16,21.5044,59.7557,0.0,0.0,0.0,0.0,0.0,230.0,42.2228,23.0,90.8,101.6,0.0,0.0,21.4,2.6,2,0.0511536,0.0
2023-06-21 21:36:51,30.6085,62.9313,0.0,0.0,0.0,0.0,0.0,321.0,42.1771,23.0,90.8,101.6,0.0,0.0,21.4,2.6,2,0.0460478,0.0
2023-06-21 23:41:05,35.8151,56.0611,0.0,0.0,0.0,0.0,0.0,513.0,42.1314,21.1,98.8,101.7,0.0,4.0,20.8,0.3,0,0.0438728,0.0
2023-06-22 01:45:19,35.1102,54.8458,0.0,0.0,0.0,0.0,0.0,435.0,42.0629,19.6,100.0,101.6,0.0,8.0,19.6,0.0,0,0.0380107,0.0
2023-06-22 03:49:33,34.4757,50.7298,0.0,0.0,0.0,0.0,0.0,400.0,42.0115,18.7,100.0,101.6,0.0,5.0,18.6,0.0,0,0.0363086,1118.0
2023-06-22 05:53:47,34.5462,50.4366,34.0,32.0,22.0,58.0,156.0,321.0,41.8801,19.1,100.0,101.6,3.3,5.0,19.0,0.0,0,0.0351739,1495.0
2023-06-22 06:10:34,33.9721,48.1466,67.0,70.0,51.0,119.0,315.0,1360.0,41.8971,19.1,100.0,101.6,3.3,5.0,19.0,0.0,0,0.0351739,1600.0
2023-06-22 08:54:04,32.2299,47.8168,998.0,1185.0,735.0,2194.0,3798.0,410.0,41.6686,31.8,47.3,101.7,52.3,0.0,19.1,24.8,16,0.0715772,2105.0
2023-06-22 11:37:34,30.4171,50.2412,531.0,563.0,388.0,963.0,2860.0,318.0,41.76,36.1,40.2,101.6,94.5,1.0,20.4,35.8,22,0.0767776,2300.0
2023-06-22 12:00:20,29.974,51.0779,478.0,506.0,355.0,803.0,2697.0,247.0,41.7542,35.2,40.4,101.6,100.9,1.0,19.6,33.9,21,0.0767776,2433.0
2023-06-22 15:06:19,29.0878,56.6046,289.0,296.0,231.0,524.0,1973.0,246.0,41.9886,37.3,33.3,101.5,94.4,1.0,18.4,42.5,27,0.0735628,2467.0
2023-06-22 15:27:23,26.701,59.7496,294.0,293.0,224.0,474.0,1969.0,151.0,41.9943,36.7,33.8,101.5,87.3,1.0,18.1,40.8,26,0.0735628,2476.0
2023-06-22 17:24:02,26.0766,62.0886,256.0,265.0,201.0,423.0,1560.0,199.0,42.1258,37.4,29.9,101.5,47.9,1.0,16.8,45.0,28,0.073941,1537.0
2023-06-22 19:20:41,26.288,63.945,50.0,52.0,42.0,83.0,251.0,482.0,42.3429,31.8,45.6,101.5,7.5,0.0,18.6,25.6,16,0.0699696,430.0
2023-06-22 21:17:20,25.2205,64.0977,0.0,0.0,0.0,0.0,0.0,378.0,42.5943,23.9,86.8,101.6,0.0,0.0,21.4,3.9,2,0.0560704,0.0
2023-06-22 21:37:18,31.817,68.3664,0.0,0.0,0.0,0.0,0.0,482.0,42.5543,23.9,86.8,101.6,0.0,0.0,21.4,3.9,2,0.0492626,0.0
2023-06-22 23:41:32,35.372,64.9466,0.0,0.0,0.0,0.0,0.0,572.0,42.4857,23.0,79.9,101.6,0.0,0.0,19.3,5.6,4,0.046804,0.0
2023-06-23 01:45:46,35.5331,63.9756,0.0,0.0,0.0,0.0,0.0,648.0,42.4115,19.9,100.0,101.5,0.0,2.0,19.8,0.0,0,0.0427383,0.0
2023-06-23 03:50:00,33.529,60.9954,0.0,0.0,0.0,0.0,0.0,1031.0,42.3429,18.9,100.0,101.4,0.0,10.0,18.8,0.0,0,0.039618,1426.0
2023-06-23 05:54:14,33.1363,60.8305,34.0,32.0,23.0,54.0,128.0,483.0,42.2399,19.5,100.0,101.4,3.1,5.0,19.4,0.0,0,0.0398071,1702.0
2023-06-23 06:10:53,33.2672,60.6351,67.0,65.0,51.0,116.0,327.0,625.0,42.2686,19.5,100.0,101.4,3.1,5.0,19.4,0.0,0,0.0398071,2007.0
2023-06-23 08:54:23,32.6025,61.771,849.0,1032.0,614.0,1862.0,3382.0,759.0,42.1257,31.7,51.9,101.4,50.3,0.0,20.5,22.4,14,0.0715772,2266.0
2023-06-23 11:37:53,30.679,64.7634,535.0,564.0,390.0,946.0,2884.0,369.0,42.1542,34.8,44.8,101.3,91.8,1.0,20.9,30.6,19,0.0801816,2150.0
2023-06-23 12:00:07,30.9106,65.1237,492.0,489.0,350.0,826.0,2780.0,494.0,42.1772,35.4,42.9,101.3,98.6,1.0,20.8,32.8,21,0.0801816,2455.0
2023-06-23 15:06:06,29.8229,68.1405,320.0,277.0,246.0,462.0,2078.0,337.0,42.4057,36.3,38.1,101.2,95.5,1.0,19.7,37.5,24,0.0727118,3981.0
2023-06-23 15:35:35,29.0273,69.5206,293.0,273.0,241.0,445.0,2017.0,221.0,42.4058,36.1,40.2,101.2,88.3,1.0,20.4,35.8,23,0.0727118,2647.0
2023-06-23 17:32:14,25.9859,70.058,251.0,268.0,202.0,427.0,1520.0,284.0,42.4972,34.4,41.5,101.1,48.5,0.0,19.4,31.8,20,0.0684568,1470.0
2023-06-23 19:28:53,27.6678,71.3038,37.0,40.0,38.0,77.0,206.0,486.0,42.7257,28.9,63.8,101.1,8.1,0.0,21.2,14.4,9,0.0628782,392.0
2023-06-23 21:25:32,25.6939,70.4916,0.0,0.0,0.0,0.0,0.0,441.0,42.9658,24.0,100.0,101.2,0.0,5.0,23.9,0.0,0,0.0557866,0.0
2023-06-23 21:36:37,32.1694,73.7893,0.0,0.0,0.0,0.0,0.0,418.0,42.9485,24.0,100.0,101.2,0.0,5.0,23.9,0.0,0,0.0504918,0.0
2023-06-23 23:40:51,35.6741,68.4214,0.0,0.0,0.0,0.0,0.0,506.0,42.8743,22.6,100.0,101.2,0.0,40.0,22.5,0.0,0,0.0471822,0.0
2023-06-24 01:45:05,35.5936,67.2489,0.0,0.0,0.0,0.0,0.0,460.0,42.7886,21.7,100.0,101.1,0.0,19.0,21.6,0.0,0,0.0401853,0.0
2023-06-24 03:49:19,34.7375,64.3603,0.0,0.0,0.0,0.0,0.0,797.0,42.7371,21.7,94.8,101.1,0.0,8.0,20.7,1.4,1,0.0390508,1967.0
2023-06-24 05:53:33,34.2843,64.4214,10.0,12.0,10.0,22.0,36.0,715.0,42.6114,19.4,100.0,101.1,0.9,26.0,19.3,0.0,0,0.0399016,1241.0
2023-06-24 06:11:02,34.3246,64.8122,22.0,25.0,20.0,53.0,78.0,693.0,42.6227,19.4,100.0,101.1,0.9,26.0,19.3,0.0,0,0.0399016,1655.0
2023-06-24 08:54:32,32.9147,66.5343,1300.0,1606.0,959.0,3073.0,4884.0,536.0,42.4457,30.5,40.1,101.2,57.4,0.0,15.4,26.2,16,0.0799924,1572.0
2023-06-24 11:38:02,31.8975,69.313,452.0,491.0,337.0,857.0,2404.0,494.0,42.4285,33.1,32.2,101.1,60.5,0.0,14.2,34.4,21,0.0803706,1461.0
2023-06-24 12:00:07,32.4112,69.9298,508.0,548.0,385.0,905.0,2913.0,504.0,42.4514,33.9,36.5,101.1,106.0,1.0,16.9,33.6,21,0.0803706,1633.0
2023-06-24 15:06:06,31.9479,71.7679,295.0,318.0,225.0,525.0,1686.0,377.0,42.5829,33.1,40.2,101.0,78.7,0.0,17.7,30.3,19,0.0774394,2448.0
2023-06-24 15:26:54,30.4574,72.8611,275.0,299.0,220.0,503.0,1533.0,280.0,42.5715,33.0,38.6,101.0,48.6,0.0,17.0,30.9,19,0.0774394,1873.0
2023-06-24 17:23:33,28.1512,72.7206,142.0,174.0,121.0,280.0,842.0,289.0,42.6915,31.4,36.1,100.9,45.2,0.0,14.5,29.3,18,0.073752,1341.0
2023-06-24 19:20:12,27.557,73.2824,26.0,26.0,23.0,44.0,119.0,570.0,42.9485,26.4,64.0,101.0,2.2,0.0,18.9,12.4,8,0.0624054,361.0
2023-06-24 21:16:51,27.4865,73.7771,0.0,0.0,0.0,0.0,0.0,550.0,43.08,23.1,79.6,101.2,0.0,0.0,19.3,5.8,4,0.0537066,0.0
