Date,Hive Temperature,Hive Humidity,Red Luminous Intensity,Green Luminous Intensity,Blue Luminous Intensity,White Luminous Intensity,IR Luminous Intensity,Sound Intensity,Hive Weight,Temperature,Humidity,Pressure,Solar Radiation,Leaf Wetting,Dew Point,Vapour-Pressure Deficit
2022-07-22 09:23:48,33.0154,66.6321,2417.0,3332.0,1839.0,7122.0,3124.0,1063.0,2.62286,32.2,68.9,101.2,24.1,1,25.6,15.0
2022-07-22 11:43:47,36.4093,56.3664,2788.0,3896.0,2172.0,8277.0,3742.0,1375.0,2.58857,35.6,55.5,101.3,51.3,2,25.2,25.9
2022-07-22 12:07:59,36.2784,56.684,2696.0,3755.0,2140.0,8109.0,3655.0,1853.0,2.59429,35.7,60.6,101.3,56.1,2,26.7,23.0
2022-07-22 15:47:59,36.5201,56.4641,1896.0,2664.0,1510.0,5723.0,2631.0,1404.0,2.62857,34.8,61.3,101.2,44.7,2,26.1,21.6
2022-07-22 16:08:38,36.0467,58.2656,1798.0,2463.0,1401.0,5304.0,2406.0,1406.0,2.61143,34.3,62.7,101.2,40.6,2,25.9,20.2
2022-07-22 18:58:37,32.9046,67.0595,430.0,624.0,374.0,1357.0,562.0,1022.0,2.65714,30.4,75.0,101.2,8.1,1,25.2,10.8
2022-07-22 21:48:36,29.6014,75.8595,0.0,0.0,1.0,0.0,0.0,286.0,2.70286,25.9,98.5,101.2,0.0,24,25.5,0.5
2022-07-22 22:07:57,29.6014,76.055,0.0,0.0,0.0,0.0,0.0,518.0,2.68571,25.6,98.2,101.2,0.0,24,25.1,0.6
2022-07-23 00:17:57,28.6346,78.0763,0.0,0.0,0.0,0.0,0.0,454.0,2.70857,24.7,99.8,101.2,0.0,35,24.5,0.1
2022-07-23 02:27:57,28.2619,79.0412,0.0,0.0,0.0,0.0,0.0,127.0,2.72,24.3,100.0,101.2,0.0,44,24.2,0.0
2022-07-23 04:37:57,28.3425,79.8962,0.0,0.0,0.0,0.0,0.0,65.0,2.70286,24.6,100.0,101.2,0.0,53,24.4,0.0
2022-07-23 06:47:57,28.3929,81.5695,245.0,342.0,222.0,782.0,254.0,1009.0,2.70286,24.9,100.0,101.3,1.6,48,24.7,0.0
2022-07-23 07:05:01,29.0777,81.0626,362.0,556.0,337.0,1207.0,433.0,317.0,2.68571,25.4,100.0,101.3,3.4,39,25.2,0.0
2022-07-23 09:25:00,32.8744,72.055,2442.0,3342.0,1852.0,7130.0,3127.0,949.0,2.59429,33.0,67.1,101.3,25.0,1,25.9,16.6
2022-07-23 11:44:59,35.9964,59.2427,2742.0,3865.0,2138.0,8188.0,3698.0,1054.0,2.53714,36.1,59.1,101.3,50.6,2,26.7,24.5
2022-07-23 12:07:56,36.2482,58.7237,2686.0,3764.0,2134.0,8051.0,3637.0,2016.0,2.54286,36.2,58.8,101.3,55.9,2,26.6,24.7
2022-07-23 15:47:56,33.247,65.3313,1932.0,2745.0,1584.0,5892.0,2451.0,399.0,2.66857,35.9,55.1,101.2,45.4,3,25.3,26.5
2022-07-23 16:07:56,33.4082,67.774,1724.0,2424.0,1379.0,5205.0,2257.0,1035.0,2.64571,35.5,60.8,101.2,41.1,2,26.5,22.6
2022-07-23 18:57:55,32.0083,70.5893,470.0,648.0,380.0,1381.0,546.0,375.0,2.66286,31.1,72.9,101.2,8.3,1,25.6,12.3
2022-07-23 21:47:54,29.1784,77.4107,0.0,0.0,0.0,0.0,0.0,226.0,2.70286,25.3,100.0,101.2,0.0,26,25.1,0.0
2022-07-23 22:06:48,29.0072,78.0031,0.0,0.0,0.0,0.0,0.0,105.0,2.68,25.1,100.0,101.3,0.0,29,25.0,0.0
2022-07-24 00:20:13,27.2951,78.2656,0.0,0.0,0.0,0.0,0.0,138.0,2.69714,23.4,98.5,101.3,0.0,23,23.0,0.4
2022-07-24 02:33:38,26.6204,78.4794,0.0,0.0,0.0,0.0,0.0,72.0,2.69143,22.9,97.2,101.3,0.0,21,22.3,0.8
2022-07-24 04:47:03,26.5499,79.5053,0.0,0.0,0.0,0.0,0.0,71.0,2.68,22.7,100.0,101.2,0.0,26,22.5,0.0
2022-07-24 07:00:28,26.6305,79.8656,278.0,430.0,256.0,946.0,369.0,91.0,2.67429,23.9,98.8,101.3,--,20,23.5,0.3
2022-07-24 07:03:48,27.2649,79.7924,695.0,922.0,500.0,1957.0,933.0,148.0,2.65143,23.9,98.8,101.3,--,20,23.5,0.3
2022-07-25 09:10:30,31.827,75.4321,2940.0,4170.0,2332.0,8968.0,3509.0,159.0,2.56,--,--,--,44.0,--,--,--
2022-07-25 11:30:29,34.516,64.2931,2732.0,3512.0,2143.0,8142.0,3689.0,837.0,2.49714,35.5,57.3,101.1,51.0,2,25.6,24.6
2022-07-25 11:59:03,35.1907,60.2992,2702.0,3779.0,2138.0,8082.0,3735.0,1441.0,2.49143,36.3,56.5,101.0,56.3,3,26.1,26.3
2022-07-25 15:39:03,35.7245,60.9221,2017.0,2786.0,1586.0,5967.0,2883.0,888.0,2.54286,36.2,57.8,100.9,51.3,3,26.4,25.4
2022-07-25 16:02:30,35.6036,60.0794,1788.0,2517.0,1413.0,5369.0,2556.0,1012.0,2.53143,35.5,56.0,100.9,44.2,3,25.2,25.4
2022-07-25 18:52:29,32.4011,67.5176,484.0,712.0,422.0,1535.0,655.0,446.0,2.57714,31.1,69.6,100.8,10.1,1,24.7,13.8
2022-07-25 21:42:28,28.7051,76.8916,0.0,0.0,0.0,0.0,0.0,137.0,2.62286,25.3,97.0,100.8,0.0,18,24.6,1.0
2022-07-25 21:58:06,28.3929,77.4229,0.0,0.0,1.0,0.0,0.0,90.0,2.62857,25.1,97.4,100.8,0.0,20,24.5,0.8
2022-07-26 00:08:06,27.5268,79.0595,0.0,0.0,0.0,0.0,0.0,67.0,2.63429,24.5,96.3,100.8,0.0,19,23.7,1.1
2022-07-26 02:18:06,27.557,80.7023,0.0,0.0,0.0,0.0,0.0,216.0,2.64,25.0,100.0,100.8,0.0,27,24.8,0.0
2022-07-26 04:28:06,26.852,80.916,0.0,0.0,0.0,0.0,0.0,54.0,2.64571,23.6,100.0,100.8,0.0,30,23.5,0.0
2022-07-26 06:38:06,26.7211,81.0565,135.0,200.0,135.0,453.0,143.0,228.0,2.61143,23.8,98.8,100.7,1.2,26,23.5,0.3
2022-07-26 06:50:30,27.0937,80.3847,439.0,607.0,343.0,1244.0,556.0,144.0,2.60572,24.5,96.2,100.7,2.7,18,23.7,1.2
2022-07-26 09:10:29,30.5984,77.2824,2506.0,3407.0,1838.0,7257.0,3312.0,451.0,2.54286,30.5,75.3,100.8,9.1,1,25.5,10.8
2022-07-26 11:30:28,34.4253,62.0519,2802.0,3810.0,2186.0,8331.0,3778.0,807.0,2.50286,35.7,58.1,100.8,51.0,3,26.0,24.5
2022-07-26 11:58:59,34.9389,61.2092,2795.0,3854.0,2174.0,8310.0,3829.0,1249.0,2.48,36.3,57.0,100.8,56.6,3,26.2,26.0
2022-07-26 15:38:59,35.372,59.0351,1964.0,2744.0,1545.0,5881.0,2826.0,1275.0,2.52,36.0,57.6,100.7,43.0,3,26.2,25.3
2022-07-26 16:02:28,35.09,59.8473,1753.0,2457.0,1385.0,5223.0,2492.0,1205.0,2.50857,34.8,60.7,100.6,37.7,2,25.9,21.9
2022-07-26 18:52:27,32.1594,65.8809,466.0,702.0,417.0,1519.0,626.0,291.0,2.56,30.5,68.2,100.6,9.3,1,23.9,13.9
2022-07-26 21:42:26,28.8259,73.6977,0.0,0.0,1.0,0.0,0.0,167.0,2.6,26.3,83.6,100.7,0.0,2,23.2,5.6
2022-07-26 21:58:22,28.5137,74.5221,0.0,0.0,1.0,1.0,0.0,106.0,2.6,25.9,84.9,100.7,0.0,3,23.1,5.0
2022-07-27 00:08:22,27.0333,75.371,0.0,0.0,0.0,0.0,0.0,83.0,2.61143,24.1,85.2,100.7,0.0,3,21.4,4.5
2022-07-27 02:18:22,26.2578,77.5634,0.0,0.0,0.0,0.0,0.0,52.0,2.61143,23.3,87.8,100.6,0.0,6,21.1,3.5
2022-07-27 04:28:22,25.6234,78.1313,0.0,0.0,0.0,0.0,0.0,51.0,2.61714,22.6,93.4,100.6,0.0,11,21.4,1.8
2022-07-27 06:38:22,25.9154,78.5954,143.0,201.0,129.0,456.0,149.0,99.0,2.61714,23.2,93.5,100.5,1.1,14,22.0,1.8
2022-07-27 06:50:10,26.4492,78.7176,371.0,506.0,289.0,1058.0,463.0,133.0,2.61143,23.6,94.0,100.5,2.0,10,22.5,1.7
2022-07-27 09:10:09,31.6357,72.1282,2489.0,3302.0,1798.0,6999.0,3033.0,343.0,2.52,30.4,73.1,100.6,19.5,1,24.9,11.7
2022-07-27 11:30:08,34.1433,62.0153,2741.0,3847.0,2128.0,8088.0,3694.0,1476.0,2.49143,34.6,63.4,100.6,42.6,2,26.4,20.1
2022-07-27 11:59:15,34.9289,60.4275,2676.0,3712.0,2095.0,7983.0,3679.0,1161.0,2.48,35.8,60.9,100.6,46.4,2,26.9,23.0
2022-07-27 15:39:15,37.3358,55.1145,2487.0,3580.0,2059.0,7757.0,3082.0,1205.0,2.48,35.0,58.8,100.5,42.8,2,25.6,23.3
2022-07-27 16:02:00,37.789,53.6061,2224.0,3206.0,1852.0,6955.0,2776.0,1167.0,2.49143,34.7,59.0,100.4,37.7,2,25.4,22.8
2022-07-27 18:51:59,33.0255,62.626,628.0,939.0,582.0,2051.0,735.0,820.0,2.53714,30.4,66.8,100.4,9.6,1,23.4,14.4
2022-07-27 21:41:58,28.7353,73.3374,0.0,0.0,1.0,0.0,0.0,235.0,2.57714,26.5,80.5,100.6,0.0,2,22.8,6.8
2022-07-27 21:58:28,28.5741,73.2397,0.0,0.0,1.0,0.0,0.0,137.0,2.58286,26.2,81.3,100.5,0.0,2,22.6,6.4
2022-07-28 00:08:28,27.0333,77.2519,0.0,0.0,0.0,0.0,0.0,142.0,2.59429,24.8,88.0,100.6,0.0,5,22.5,3.8
2022-07-28 02:18:28,26.3686,78.913,0.0,0.0,0.0,0.0,0.0,81.0,2.59429,23.7,93.0,100.6,0.0,11,22.4,2.0
2022-07-28 04:28:28,25.8046,80.4153,0.0,0.0,0.0,0.0,0.0,50.0,2.60571,23.0,97.9,100.6,0.0,19,22.5,0.6
2022-07-28 06:38:28,25.3212,82.284,188.0,286.0,188.0,625.0,175.0,179.0,2.6,22.7,99.8,100.6,0.9,24,22.6,0.1
2022-07-28 06:50:32,25.6536,81.9053,529.0,764.0,444.0,1672.0,565.0,127.0,2.57714,23.2,98.7,100.6,2.2,21,22.8,0.4
2022-07-28 09:10:31,32.0083,70.0031,3182.0,4510.0,2484.0,9637.0,3740.0,279.0,2.48571,30.8,67.1,100.7,19.7,1,23.8,14.6
2022-07-28 11:30:30,35.4626,55.8901,3388.0,4864.0,2848.0,10520.0,4081.0,1127.0,2.45143,34.5,56.7,100.8,42.3,2,24.5,23.8
2022-07-28 13:18:40,37.084,56.4031,3134.0,4537.0,2599.0,9805.0,3875.0,1239.0,2.44571,35.8,57.9,100.8,49.6,2,26.0,24.7
2022-07-28 16:04:14,38.8364,50.6015,2200.0,3178.0,1801.0,6885.0,2722.0,1493.0,2.45143,34.5,56.9,100.7,37.7,2,24.5,23.6
2022-07-28 18:54:13,33.388,59.4626,590.0,883.0,559.0,1948.0,678.0,933.0,2.52571,30.6,62.7,100.7,9.4,1,22.6,16.4
2022-07-28 21:44:12,28.5842,71.6641,0.0,0.0,0.0,0.0,0.0,201.0,2.58857,26.6,73.3,100.9,0.0,1,21.3,9.3
2022-07-28 21:59:37,28.1109,72.6229,0.0,0.0,0.0,0.0,0.0,420.0,2.57143,26.3,74.3,100.9,0.0,1,21.3,8.8
2022-07-29 00:09:37,27.0937,75.1389,0.0,0.0,0.0,0.0,0.0,83.0,2.58286,24.4,87.2,100.9,0.0,4,22.0,3.9
2022-07-29 02:19:37,26.2478,77.3618,0.0,0.0,0.0,0.0,0.0,135.0,2.57714,23.1,93.9,100.9,0.0,12,22.0,1.7
2022-07-29 04:29:37,25.3212,79.1023,0.0,0.0,0.0,0.0,0.0,290.0,2.59429,22.1,97.2,100.9,0.0,19,21.6,0.8
2022-07-29 06:39:37,25.1702,80.0,180.0,296.0,187.0,668.0,184.0,93.0,2.60571,22.2,99.3,100.9,1.1,24,22.0,0.2
2022-07-29 06:50:51,25.4522,80.7511,562.0,802.0,462.0,1741.0,605.0,123.0,2.57714,22.8,98.6,100.9,2.2,19,22.4,0.4
2022-07-29 09:10:50,31.4746,72.7206,3221.0,4566.0,2551.0,9797.0,3814.0,262.0,2.50286,30.5,72.7,101.0,20.7,1,24.9,11.9
2022-07-29 11:30:49,34.7778,58.9008,3434.0,4914.0,2890.0,10640.0,4176.0,1232.0,2.45714,31.1,79.9,101.1,40.7,2,27.1,9.1
2022-07-29 11:59:19,35.1303,57.2153,3317.0,4793.0,2785.0,10399.0,4084.0,1423.0,2.43429,27.8,100.0,101.1,45.5,99,27.6,0.0
2022-07-29 15:39:19,37.4466,50.5282,2407.0,3504.0,2024.0,7588.0,3067.0,1345.0,2.44571,33.5,61.7,101.0,43.0,2,25.0,19.9
2022-07-29 16:02:09,37.6883,51.1145,2214.0,3201.0,1853.0,6923.0,2796.0,1432.0,2.44571,33.5,55.8,101.0,38.3,2,23.3,22.9
2022-07-29 18:52:08,32.5622,59.0595,574.0,882.0,567.0,1963.0,687.0,546.0,2.50857,29.4,62.6,100.9,9.7,1,21.4,15.4
2022-07-29 21:42:07,28.1411,70.4489,0.0,0.0,0.0,0.0,0.0,223.0,2.56572,25.2,83.6,101.0,0.0,12,22.1,5.2
2022-07-29 21:58:28,27.9195,71.9634,0.0,0.0,0.0,0.0,0.0,117.0,2.56571,24.5,88.8,101.0,0.0,26,22.4,3.4
2022-07-30 00:08:28,26.419,74.3511,0.0,0.0,0.0,0.0,0.0,138.0,2.56571,23.2,92.1,101.0,0.0,56,21.7,2.2
2022-07-30 02:18:28,25.8248,75.6519,0.0,0.0,0.0,0.0,0.0,67.0,2.6,22.3,97.0,101.0,0.0,86,21.6,0.8
2022-07-30 04:28:28,25.3615,77.1786,0.0,0.0,0.0,0.0,0.0,57.0,2.57714,21.7,98.5,100.9,0.0,88,21.3,0.4
2022-07-30 06:38:28,25.0393,78.6443,180.0,277.0,184.0,610.0,156.0,97.0,2.58286,22.1,100.0,100.9,1.1,86,22.0,0.0
2022-07-30 06:50:45,25.3212,79.2,553.0,777.0,479.0,1743.0,578.0,135.0,2.56572,22.5,99.7,100.9,2.2,82,22.3,0.1
2022-07-30 09:10:44,30.9912,71.6092,3531.0,4932.0,2664.0,10543.0,4267.0,247.0,2.48,29.9,75.0,101.0,21.5,2,24.8,10.5
2022-07-30 11:30:43,34.3448,60.226,3411.0,4934.0,2862.0,10687.0,4131.0,1111.0,2.42857,33.9,59.0,101.0,41.9,2,24.6,21.7
2022-07-30 11:59:25,34.9893,57.5023,3279.0,4758.0,2750.0,10282.0,3961.0,1211.0,2.41143,34.7,59.9,101.0,46.1,2,25.6,22.2
2022-07-30 15:39:25,36.9531,54.9496,2648.0,3795.0,2162.0,8197.0,3350.0,915.0,2.45714,34.4,62.2,100.9,43.0,2,26.0,20.6
2022-07-30 16:01:59,36.3388,56.684,1389.0,2120.0,1297.0,4669.0,1507.0,1518.0,2.44571,33.7,64.7,100.9,39.6,2,25.9,18.5
2022-07-30 18:51:58,32.9147,65.4595,684.0,1012.0,544.0,2210.0,809.0,458.0,2.49714,30.3,73.0,100.9,9.3,2,24.8,11.7
2022-07-30 21:41:57,29.0575,74.5527,0.0,0.0,1.0,0.0,0.0,299.0,2.54857,26.7,84.1,100.9,0.0,29,23.7,5.6
2022-07-30 21:58:30,28.7957,75.1817,0.0,0.0,1.0,0.0,0.0,152.0,2.52571,26.2,85.9,100.9,0.0,33,23.5,4.8
2022-07-31 00:08:37,27.3153,76.8794,0.0,0.0,0.0,0.0,0.0,255.0,2.56,24.1,93.3,101.0,0.0,53,22.9,2.0
2022-07-31 02:18:44,26.0967,78.3573,0.0,0.0,0.0,0.0,0.0,142.0,2.53714,23.1,95.4,100.9,0.0,67,22.2,1.3
2022-07-31 04:28:51,25.2608,79.8962,0.0,0.0,0.0,0.0,0.0,80.0,2.54857,22.3,100.0,100.9,0.0,74,22.2,0.0
2022-07-31 06:38:58,25.573,79.2611,155.0,239.0,156.0,524.0,132.0,88.0,2.56571,23.1,97.7,100.9,0.6,69,22.6,0.7
2022-07-31 06:50:24,26.1068,79.2489,516.0,716.0,406.0,1544.0,556.0,114.0,2.53143,23.7,96.2,100.9,1.8,66,22.9,1.1
2022-07-31 09:10:23,31.958,68.629,3330.0,4698.0,2598.0,10053.0,3936.0,181.0,2.45714,30.6,68.4,100.9,20.6,1,24.0,13.9
2022-07-31 11:30:22,34.4354,54.4366,1198.0,1814.0,1098.0,3992.0,1280.0,1225.0,2.43429,30.1,66.3,100.9,46.8,1,23.0,14.4
2022-07-31 11:59:37,35.5331,55.2061,3743.0,5312.0,3003.0,11472.0,4614.0,1261.0,2.40571,35.6,49.5,100.9,17.1,2,23.2,29.4
2022-07-31 15:39:36,37.9703,48.2504,2480.0,3518.0,2002.0,7505.0,3094.0,1169.0,2.42857,34.0,57.5,100.8,42.4,2,24.2,22.6
2022-07-31 16:02:09,38.5544,48.8855,2518.0,3605.0,2058.0,7773.0,3204.0,891.0,2.41143,34.0,53.8,100.8,41.3,2,23.1,24.5
2022-07-31 18:52:08,33.7405,62.4366,684.0,990.0,570.0,2129.0,924.0,1011.0,2.49143,31.1,63.1,100.8,10.3,2,23.1,16.7
2022-07-31 21:42:07,28.0706,59.6763,0.0,0.0,0.0,0.0,0.0,137.0,2.51429,25.3,63.3,100.9,0.0,3,17.8,11.8
2022-07-31 21:58:19,27.2649,50.1863,0.0,0.0,1.0,0.0,0.0,200.0,2.48571,25.3,48.0,100.9,0.0,1,13.5,16.8
2022-08-01 00:08:19,27.6778,35.4015,0.0,0.0,0.0,0.0,0.0,250.0,2.45714,25.8,33.8,100.9,0.0,0,8.6,21.9
2022-08-01 02:18:19,26.9628,40.1099,0.0,0.0,0.0,0.0,0.0,225.0,2.48,25.2,41.0,100.8,0.0,0,10.9,18.9
2022-08-01 04:28:19,25.2507,46.8031,0.0,0.0,0.0,0.0,0.0,73.0,2.52572,22.3,44.7,100.8,0.0,0,9.7,14.9
2022-08-01 06:38:19,24.0221,47.713,191.0,265.0,170.0,617.0,203.0,106.0,2.53143,22.7,42.7,100.9,0.9,0,9.3,15.8
2022-08-01 06:49:50,24.5961,51.4504,574.0,774.0,437.0,1662.0,660.0,136.0,2.51429,22.8,43.0,100.9,1.8,0,9.6,15.8
2022-08-01 09:09:49,31.9277,44.3359,3342.0,4724.0,2620.0,10131.0,4067.0,248.0,2.45143,30.2,39.7,100.9,19.4,1,15.0,25.9
2022-08-01 11:29:48,35.8453,31.0473,3448.0,4910.0,2798.0,10617.0,4356.0,1265.0,2.42286,34.5,30.2,100.9,44.0,2,14.5,38.2
2022-08-01 11:58:42,35.6238,29.5023,3280.0,4734.0,2810.0,10214.0,4144.0,1111.0,2.41143,34.8,32.6,100.9,48.4,2,15.9,37.5
2022-08-01 15:38:41,37.4567,40.5435,1936.0,2691.0,1519.0,5723.0,2915.0,1276.0,2.44,34.4,45.2,100.7,43.4,2,20.7,29.8
2022-08-01 16:03:06,36.2683,45.0137,1708.0,2393.0,1350.0,5103.0,2575.0,1015.0,2.44571,33.5,43.3,100.7,38.5,2,19.2,29.2
2022-08-01 18:53:05,33.096,43.4443,524.0,799.0,495.0,1747.0,645.0,794.0,2.46286,30.7,39.9,100.7,9.1,1,15.5,26.6
2022-08-01 21:43:04,26.8923,58.6321,0.0,0.0,0.0,0.0,0.0,344.0,2.53714,23.6,58.9,100.9,0.0,1,15.1,12.0
2022-08-01 21:58:12,26.1068,58.3206,0.0,0.0,0.0,0.0,0.0,195.0,2.52,23.2,61.8,100.9,0.0,1,15.4,10.9
2022-08-02 00:08:12,24.9788,63.0351,0.0,0.0,0.0,0.0,0.0,110.0,2.54286,21.2,77.3,100.9,0.0,5,17.0,5.7
2022-08-02 02:18:12,24.5458,55.3344,0.0,0.0,0.0,0.0,0.0,125.0,2.52571,22.5,50.1,100.9,0.0,0,11.6,13.6
2022-08-02 04:28:12,25.2205,45.9114,0.0,0.0,0.0,0.0,0.0,50.0,2.51429,22.6,47.5,100.8,0.0,0,10.9,14.4
2022-08-02 06:38:12,24.5861,48.6656,108.0,186.0,134.0,430.0,86.0,130.0,2.49143,21.4,54.8,100.9,0.4,1,11.9,11.6
2022-08-02 06:48:44,24.5961,54.2351,479.0,658.0,377.0,1422.0,544.0,148.0,2.48,21.5,62.3,100.9,1.3,1,13.9,9.7
2022-08-02 09:08:43,32.3306,48.8,3299.0,4632.0,2549.0,9892.0,4076.0,201.0,2.42857,30.9,41.2,100.9,19.5,1,16.1,26.2
2022-08-02 11:28:42,37.9602,44.2809,3390.0,4822.0,2713.0,10281.0,4330.0,896.0,2.37714,35.2,34.4,100.9,42.8,2,17.1,37.4
2022-08-02 11:59:43,37.2754,32.3115,3221.0,4634.0,2430.0,10039.0,4113.0,1397.0,2.38857,36.0,44.7,100.9,47.2,2,21.9,32.8
2022-08-02 15:39:42,37.6883,40.5435,1896.0,2556.0,1421.0,5182.0,2516.0,1258.0,2.42286,34.4,41.9,100.8,44.5,2,19.5,31.7
2022-08-02 16:02:36,37.1948,42.2107,1804.0,2526.0,1422.0,5389.0,2762.0,736.0,2.40571,34.3,44.9,100.8,39.8,2,20.6,29.9
2022-08-02 18:52:35,32.7233,52.7634,589.0,846.0,494.0,1831.0,738.0,826.0,2.46857,29.4,51.9,100.8,7.1,1,18.4,19.7
2022-08-02 21:42:34,28.3929,65.6733,0.0,0.0,0.0,0.0,0.0,256.0,2.51429,25.2,71.8,100.9,0.0,5,19.7,9.0
2022-08-02 21:58:06,27.7181,66.858,0.0,0.0,0.0,0.0,0.0,109.0,2.50857,24.9,74.7,100.9,0.0,6,20.0,8.0
2022-08-03 00:08:06,26.0967,62.8824,0.0,0.0,0.0,0.0,0.0,257.0,2.51429,23.6,63.1,100.9,0.0,2,16.1,10.8
2022-08-03 02:18:06,26.4995,48.2809,0.0,0.0,0.0,0.0,0.0,56.0,2.46286,24.1,49.2,100.9,0.0,0,12.7,15.2
2022-08-03 04:28:06,26.3787,43.7191,0.0,0.0,0.0,0.0,0.0,70.0,2.45714,23.9,46.0,100.8,0.0,0,11.6,16.0
2022-08-03 06:38:06,26.1269,45.1298,132.0,204.0,135.0,449.0,122.0,187.0,2.47429,23.9,48.1,100.8,0.4,0,12.2,15.4
2022-08-03 06:50:05,26.1873,45.7221,426.0,613.0,359.0,1324.0,492.0,308.0,2.44571,24.2,47.2,100.9,1.3,0,12.2,15.9
2022-08-03 09:10:04,33.0154,40.5069,3176.0,4445.0,2463.0,9563.0,3881.0,303.0,2.41143,31.9,37.4,101.0,19.3,1,15.5,29.7
2022-08-03 11:30:03,36.9531,37.374,3370.0,4808.0,2713.0,10373.0,4228.0,980.0,2.39428,33.8,38.1,101.0,41.9,2,17.5,32.5
2022-08-03 13:18:13,37.8998,43.2366,3113.0,4554.0,2710.0,9750.0,3962.0,1324.0,2.38286,35.0,43.2,101.0,50.3,2,20.5,31.8
2022-08-03 16:04:02,39.2493,38.3695,2104.0,3003.0,1727.0,6515.0,2706.0,811.0,2.38857,27.3,92.4,100.9,35.7,99,25.8,2.8
2022-08-03 18:54:01,34.4656,47.5115,1359.0,1845.0,1022.0,3917.0,1923.0,1087.0,2.43429,31.3,69.4,100.9,16.6,1,24.8,14.0
2022-08-03 21:44:00,28.2015,54.2412,0.0,0.0,1.0,1.0,0.0,264.0,2.48,25.4,61.9,101.0,0.0,2,17.5,12.4
2022-08-03 21:59:30,27.9598,54.7603,0.0,0.0,1.0,0.0,0.0,144.0,2.47429,25.6,61.5,101.0,0.0,1,17.6,12.7
2022-08-04 00:09:30,26.2981,60.7023,0.0,0.0,0.0,0.0,0.0,111.0,2.50286,24.1,69.1,101.0,0.0,26,18.1,9.3
2022-08-04 02:19:30,25.4723,61.5817,0.0,0.0,0.0,0.0,0.0,65.0,2.49714,23.1,74.8,101.0,0.0,27,18.4,7.1
2022-08-04 04:29:30,24.1127,67.1389,0.0,0.0,0.0,0.0,0.0,271.0,2.51429,21.5,75.3,101.0,0.0,33,16.9,6.3
2022-08-04 06:39:30,23.438,69.8321,134.0,217.0,131.0,472.0,136.0,231.0,2.50857,21.5,79.1,101.0,0.4,30,17.6,5.3
2022-08-04 06:50:07,23.8106,70.7603,443.0,614.0,355.0,1349.0,509.0,716.0,2.50286,21.9,76.1,101.0,1.3,33,17.4,6.3
2022-08-04 09:10:06,31.6055,59.8595,3040.0,4205.0,2307.0,8987.0,3710.0,631.0,2.42857,30.4,67.0,101.0,18.1,1,23.4,14.3
2022-08-04 11:30:05,35.6741,49.9237,3348.0,4748.0,2660.0,10249.0,4100.0,1107.0,2.37143,34.2,55.9,101.1,41.0,2,24.0,23.7
2022-08-04 11:58:34,34.3951,57.0015,3086.0,4516.0,2564.0,9652.0,3596.0,888.0,2.45143,34.3,47.9,101.0,45.2,2,21.5,28.2
2022-08-04 15:38:33,37.1445,54.4672,2305.0,3303.0,1902.0,7160.0,2873.0,1218.0,2.49143,32.9,63.5,101.0,41.4,2,24.9,18.3
