Date,Hive Temperature,Hive Humidity,Red Luminous Intensity,Green Luminous Intensity,Blue Luminous Intensity,White Luminous Intensity,IR Luminous Intensity,Sound Intensity,Hive Weight,Temperature,Humidity,Pressure,Substrate Temperature,Dew Point,Vapour-Pressure Deficit
2022-07-30 00:08:27,25.9053,76.745,0.0,0.0,0.0,0.0,0.0,271.0,2.91429,23.2,100.0,101.0,29.2,23.1,0.0
2022-07-30 02:18:26,25.0393,78.6443,0.0,0.0,0.0,0.0,0.0,37.0,2.93143,22.2,100.0,100.9,29.0,22.1,0.0
2022-07-30 04:28:25,24.7472,79.4748,0.0,0.0,0.0,0.0,0.0,157.0,2.93714,21.6,100.0,100.8,28.7,21.5,0.0
2022-07-30 06:38:24,24.7875,80.6718,97.0,143.0,98.0,310.0,97.0,241.0,2.93143,22.0,100.0,100.9,28.5,21.9,0.0
2022-07-30 06:50:29,25.1198,81.5267,259.0,360.0,222.0,780.0,275.0,288.0,2.92571,22.5,100.0,100.9,28.4,22.4,0.0
2022-07-30 09:10:29,30.3668,74.8641,2379.0,3217.0,1766.0,6816.0,2938.0,340.0,2.90286,29.7,76.8,100.9,28.2,25.0,9.7
2022-07-30 11:30:29,34.2038,62.113,2160.0,2967.0,1512.0,6377.0,2716.0,1243.0,2.90857,33.0,64.1,101.0,28.3,25.1,18.0
2022-07-30 11:58:58,34.7275,59.9023,1948.0,2755.0,1612.0,5925.0,2464.0,1374.0,2.90857,33.1,64.8,100.9,28.3,25.4,17.8
2022-07-30 15:38:57,37.2955,55.7008,1531.0,2144.0,1307.0,4596.0,1966.0,853.0,2.89714,33.9,71.6,100.8,29.0,27.9,15.0
2022-07-30 16:01:55,36.3589,58.0458,780.0,1141.0,706.0,2491.0,848.0,1479.0,2.90286,33.3,73.0,100.9,29.1,27.6,13.8
2022-07-30 18:51:55,33.2068,65.4595,399.0,565.0,337.0,1215.0,500.0,1157.0,2.90286,29.8,84.8,100.8,29.5,26.8,6.3
2022-07-30 21:41:55,29.0676,74.7481,1.0,0.0,0.0,0.0,0.0,291.0,2.90286,25.9,100.0,100.9,29.7,25.7,0.0
2022-07-30 21:58:35,28.6245,75.4137,1.0,0.0,0.0,0.0,0.0,310.0,2.90286,25.6,100.0,100.9,29.7,25.4,0.0
2022-07-31 00:08:41,26.8923,78.6382,1.0,0.0,0.0,0.0,0.0,198.0,2.90857,24.2,100.0,100.9,29.6,24.0,0.0
2022-07-31 02:18:47,25.8349,80.4153,0.0,0.0,0.0,0.0,0.0,106.0,2.91428,22.8,100.0,100.9,29.3,22.6,0.0
2022-07-31 04:28:53,25.1802,81.6244,0.0,0.0,0.0,0.0,0.0,155.0,2.92,22.2,100.0,100.8,29.0,22.1,0.0
2022-07-31 06:38:59,24.9385,82.2656,73.0,117.0,74.0,267.0,78.0,256.0,2.90857,22.8,100.0,100.8,28.8,22.6,0.0
2022-07-31 06:50:59,25.2306,83.1756,221.0,310.0,202.0,682.0,248.0,229.0,2.92571,23.6,100.0,100.8,28.8,23.5,0.0
2022-07-31 09:10:58,31.7465,74.2901,2320.0,3163.0,1767.0,6725.0,2815.0,162.0,2.88571,30.4,70.7,100.8,28.5,24.3,12.7
2022-07-31 11:30:57,34.0728,57.2275,643.0,939.0,592.0,2050.0,691.0,1039.0,2.88,29.9,74.1,100.8,--,24.6,10.9
2022-07-31 11:59:10,35.7043,57.7405,2222.0,3096.0,1762.0,6642.0,2870.0,1050.0,2.90857,34.7,62.3,100.8,28.6,26.2,20.9
2022-07-31 15:39:09,38.3631,49.9725,1460.0,2037.0,1186.0,4413.0,1972.0,1320.0,2.88,32.8,64.3,100.7,29.2,25.0,17.8
2022-07-31 16:02:05,38.2019,51.1573,1472.0,2040.0,1172.0,4391.0,1921.0,1216.0,2.87429,34.3,66.9,100.7,29.3,27.1,17.9
2022-07-31 18:52:05,33.7909,62.8275,439.0,573.0,332.0,1206.0,593.0,2018.0,2.87429,30.0,78.0,100.7,29.8,25.6,9.4
2022-07-31 21:42:05,27.849,65.6672,1.0,0.0,0.0,0.0,0.0,392.0,2.86857,25.8,61.0,100.8,29.8,17.6,12.9
2022-07-31 21:58:30,26.9729,57.9359,1.0,0.0,0.0,0.0,0.0,321.0,2.84572,25.9,47.8,100.8,29.8,13.9,17.4
2022-08-01 00:08:29,26.711,42.2107,1.0,0.0,0.0,0.0,0.0,248.0,2.82286,26.1,32.2,100.8,29.6,8.2,23.0
2022-08-01 02:18:28,26.3082,44.7328,1.0,0.0,0.0,0.0,0.0,107.0,2.83429,25.2,38.6,100.8,29.2,10.1,19.7
2022-08-01 04:28:27,24.3041,49.484,0.0,0.0,0.0,0.0,0.0,72.0,2.84571,22.4,44.5,100.8,28.8,9.8,15.1
2022-08-01 06:38:26,23.2668,49.5023,105.0,151.0,82.0,324.0,129.0,209.0,2.81714,22.1,46.7,100.8,28.4,10.2,14.2
2022-08-01 06:50:36,23.8509,52.1221,239.0,332.0,177.0,714.0,278.0,161.0,2.83429,22.3,46.1,100.8,28.4,10.1,14.5
2022-08-01 09:10:35,31.5551,49.0687,2387.0,3284.0,1830.0,6990.0,2958.0,190.0,2.84572,30.4,42.4,100.9,28.0,16.1,25.0
2022-08-01 11:30:34,36.369,38.8885,2147.0,2955.0,1684.0,6328.0,2832.0,1626.0,2.84571,34.1,34.7,100.8,28.0,16.3,35.1
2022-08-01 11:59:09,35.9863,35.5237,1966.0,2754.0,1608.0,5919.0,2614.0,1267.0,2.83429,34.3,29.2,100.8,28.0,13.8,38.4
2022-08-01 15:39:08,37.8394,42.9435,1174.0,1590.0,930.0,3395.0,1750.0,1576.0,2.87429,33.3,58.4,100.7,28.2,23.9,21.3
2022-08-01 16:03:22,36.4899,44.8977,1065.0,1441.0,838.0,3112.0,1582.0,1765.0,2.88,31.9,61.9,100.7,28.2,23.6,18.0
2022-08-01 18:53:22,33.0557,46.3817,329.0,474.0,292.0,1020.0,417.0,1230.0,2.85143,29.8,57.4,100.6,28.7,20.4,17.9
2022-08-01 21:43:22,26.711,60.0489,1.0,0.0,0.0,0.0,0.0,311.0,2.87429,23.0,71.8,100.8,28.8,17.6,7.9
2022-08-01 21:58:15,25.6234,58.6015,0.0,0.0,0.0,0.0,0.0,97.0,2.85714,23.2,58.5,100.8,28.7,14.6,11.8
2022-08-02 00:08:14,23.7804,64.7817,0.0,0.0,0.0,0.0,0.0,101.0,2.86286,21.4,72.3,100.8,28.5,16.2,7.1
2022-08-02 02:18:13,23.438,64.342,0.0,0.0,0.0,0.0,0.0,66.0,2.82286,22.7,51.0,100.8,28.2,12.0,13.6
2022-08-02 04:28:12,23.5488,61.9176,0.0,0.0,0.0,0.0,0.0,68.0,2.84,23.0,46.8,100.8,27.9,11.0,14.9
2022-08-02 06:38:11,23.2869,62.1802,61.0,99.0,68.0,220.0,55.0,161.0,2.83429,21.3,58.4,100.8,27.6,12.8,10.5
2022-08-02 06:49:28,23.156,63.6763,191.0,267.0,181.0,591.0,230.0,240.0,2.84,21.5,57.6,100.8,27.5,12.8,10.9
2022-08-02 09:09:27,31.6659,54.2656,2284.0,3141.0,1762.0,6683.0,2887.0,676.0,2.82857,30.5,49.2,100.9,27.3,18.6,22.2
2022-08-02 11:29:26,37.5372,37.9237,2112.0,2876.0,1640.0,6179.0,2814.0,2087.0,2.86286,34.9,49.4,100.8,27.3,22.6,28.3
2022-08-02 11:59:18,37.2754,34.2534,1928.0,2671.0,1580.0,5788.0,2584.0,1310.0,2.85714,34.9,43.4,100.8,27.4,20.5,31.7
2022-08-02 15:39:17,37.2049,43.0107,1244.0,1672.0,956.0,3564.0,1853.0,1370.0,2.86857,34.0,63.1,100.7,27.6,25.8,19.7
2022-08-02 16:02:34,37.074,44.6595,1124.0,1535.0,866.0,3250.0,1688.0,1270.0,2.87429,33.1,60.3,100.7,27.7,24.3,20.1
2022-08-02 18:52:34,32.8543,53.3557,329.0,448.0,269.0,996.0,423.0,1752.0,2.84,28.8,60.5,100.8,28.3,20.3,15.7
2022-08-02 21:42:34,28.2519,64.916,1.0,0.0,0.0,0.0,0.0,375.0,2.83429,25.1,82.4,100.8,28.4,21.8,5.6
2022-08-02 21:59:16,27.9095,65.6366,1.0,0.0,0.0,0.0,0.0,401.0,2.82286,24.2,90.2,100.9,28.4,22.3,3.0
2022-08-03 00:09:15,26.0363,68.5679,0.0,0.0,0.0,0.0,0.0,169.0,2.82286,23.8,68.2,100.8,28.3,17.5,9.4
2022-08-03 02:19:14,25.6032,57.1115,0.0,0.0,0.0,0.0,0.0,202.0,2.77714,24.4,56.3,100.8,28.1,15.1,13.4
2022-08-03 04:29:13,25.9758,49.9114,0.0,0.0,0.0,0.0,0.0,113.0,2.78857,25.0,45.5,100.8,27.9,12.4,17.3
2022-08-03 06:39:12,25.4924,51.3527,68.0,105.0,67.0,236.0,69.0,160.0,2.79429,24.4,55.6,100.8,27.7,14.9,13.6
2022-08-03 06:50:32,25.5932,52.2443,189.0,272.0,177.0,606.0,220.0,217.0,2.78857,24.4,47.6,100.8,27.7,12.5,16.0
2022-08-03 09:10:31,32.7334,46.6198,2161.0,2941.0,1637.0,6254.0,2723.0,650.0,2.8,31.4,37.9,100.9,27.5,15.3,28.5
2022-08-03 11:30:30,36.9632,41.9603,2022.0,2789.0,1590.0,5942.0,2682.0,1333.0,2.82857,34.0,52.7,101.0,27.5,22.8,25.1
2022-08-03 12:03:28,37.5372,42.284,1846.0,2592.0,1527.0,5599.0,2468.0,1031.0,2.84,34.1,59.1,100.9,27.6,24.8,21.9
2022-08-03 15:43:27,39.4205,41.655,1330.0,1849.0,1073.0,3961.0,1799.0,1170.0,2.84,34.0,49.9,100.8,28.3,22.0,26.7
2022-08-03 16:03:05,38.504,41.0626,1212.0,1704.0,987.0,3682.0,1655.0,1456.0,2.83429,33.6,62.4,100.8,28.4,25.2,19.5
2022-08-03 18:53:05,34.8584,48.0733,727.0,946.0,532.0,2011.0,984.0,1498.0,2.83429,30.7,64.3,100.8,28.8,23.1,15.7
2022-08-03 21:43:05,27.9095,58.5221,1.0,0.0,0.0,0.0,0.0,361.0,2.81143,26.1,60.5,100.9,28.8,17.7,13.3
2022-08-03 21:59:16,27.5771,59.0718,0.0,0.0,0.0,0.0,0.0,132.0,2.80571,25.6,61.5,100.9,28.8,17.6,12.6
2022-08-04 00:09:15,25.8349,65.6244,0.0,0.0,0.0,0.0,0.0,118.0,2.81143,24.3,71.3,100.9,28.7,18.7,8.7
2022-08-04 02:19:14,24.8278,69.2336,0.0,0.0,0.0,0.0,0.0,604.0,2.8,23.4,70.6,100.9,28.4,17.7,8.4
2022-08-04 04:29:13,23.8811,71.2611,0.0,0.0,0.0,0.0,0.0,162.0,2.81143,21.4,75.4,100.9,28.2,16.8,6.3
2022-08-04 06:39:12,23.1862,73.258,80.0,109.0,71.0,242.0,75.0,380.0,2.8,21.0,80.4,100.9,27.9,17.4,4.9
2022-08-04 06:50:48,23.7703,74.2473,205.0,291.0,175.0,624.0,228.0,189.0,2.81143,21.3,79.2,100.9,27.9,17.5,5.3
2022-08-04 09:10:47,31.1422,64.5374,2040.0,2752.0,1512.0,5855.0,2556.0,2133.0,2.79429,30.2,72.1,101.0,27.6,24.5,12.0
2022-08-04 11:30:46,35.4526,53.0931,2028.0,2784.0,1598.0,6161.0,2637.0,1480.0,2.86857,30.2,77.1,101.0,27.6,25.6,9.9
2022-08-04 11:58:53,33.0456,65.655,1721.0,2488.0,1433.0,5304.0,2014.0,1836.0,2.89714,32.9,68.3,101.0,27.7,26.1,15.9
2022-08-04 15:38:52,34.4858,69.9847,1352.0,1932.0,1102.0,4096.0,1762.0,1561.0,2.84,31.3,100.0,100.9,28.5,31.0,0.0
2022-08-04 16:00:59,34.6066,67.5115,1240.0,1741.0,1079.0,3755.0,1619.0,1325.0,2.84572,31.8,90.7,100.9,28.5,29.8,4.4
2022-08-04 18:50:59,32.3507,69.9664,452.0,615.0,364.0,1326.0,552.0,941.0,2.83429,29.5,90.4,100.9,28.9,27.6,3.9
2022-08-04 21:40:59,28.1209,77.5634,1.0,0.0,0.0,0.0,0.0,97.0,2.86286,24.7,100.0,101.0,29.0,24.6,0.0
2022-08-04 21:57:53,27.7282,80.0122,1.0,0.0,0.0,0.0,0.0,149.0,2.85143,24.7,100.0,101.0,29.0,24.6,0.0
2022-08-05 00:07:52,26.7916,81.3557,1.0,0.0,0.0,0.0,0.0,303.0,2.86857,23.8,100.0,101.0,28.9,23.7,0.0
2022-08-05 02:17:51,26.429,83.0779,1.0,0.0,0.0,0.0,0.0,36.0,2.87429,24.1,100.0,101.0,28.7,24.0,0.0
2022-08-05 04:27:50,26.1269,83.255,0.0,0.0,0.0,0.0,0.0,92.0,2.86857,23.3,100.0,100.9,28.5,23.1,0.0
2022-08-05 06:37:49,25.2507,84.171,67.0,97.0,63.0,214.0,63.0,137.0,2.88,22.5,100.0,100.9,28.3,22.4,0.0
2022-08-05 06:50:31,25.4924,84.9282,189.0,287.0,173.0,606.0,207.0,202.0,2.87428,22.9,100.0,100.9,28.3,22.8,0.0
2022-08-05 09:10:30,30.6991,79.9389,2074.0,2710.0,1450.0,5749.0,2679.0,637.0,2.89143,29.6,98.3,101.0,28.1,29.1,0.7
2022-08-05 11:30:29,34.4052,63.6397,1985.0,2701.0,1534.0,5786.0,2590.0,1544.0,2.85714,32.9,71.0,101.0,28.1,26.8,14.5
2022-08-05 11:58:41,34.7778,60.2626,1859.0,2618.0,1512.0,5573.0,2409.0,2239.0,2.85714,33.6,70.5,101.0,28.2,27.4,15.4
2022-08-05 15:38:40,36.5704,54.3206,1333.0,1863.0,1083.0,3992.0,1822.0,1909.0,2.81714,33.0,68.3,100.9,28.9,26.2,15.9
2022-08-05 16:01:46,36.2985,55.3221,1242.0,1732.0,992.0,3712.0,1681.0,1700.0,2.82286,32.4,71.9,100.8,28.9,26.5,13.7
2022-08-05 18:51:46,29.6819,69.4534,112.0,161.0,116.0,380.0,119.0,421.0,2.82286,26.6,97.8,100.8,29.2,26.1,0.8
2022-08-05 21:41:46,27.4261,76.8794,1.0,0.0,0.0,0.0,0.0,316.0,2.85143,23.9,100.0,100.8,29.1,23.8,0.0
2022-08-05 21:57:26,26.9527,77.3496,0.0,0.0,0.0,0.0,0.0,132.0,2.85714,23.6,100.0,100.8,29.1,23.5,0.0
2022-08-06 00:07:25,25.8349,79.5237,0.0,0.0,0.0,0.0,0.0,74.0,2.84571,23.2,100.0,100.8,28.9,23.1,0.0
2022-08-06 02:17:24,25.7341,81.9053,0.0,0.0,0.0,0.0,0.0,89.0,2.88,23.4,100.0,100.8,--,23.3,0.0
2022-08-06 04:27:23,25.8852,83.9939,0.0,0.0,0.0,0.0,0.0,98.0,2.89714,23.6,100.0,100.8,28.4,23.5,0.0
2022-08-06 06:37:22,26.0866,84.2504,56.0,75.0,50.0,169.0,61.0,164.0,2.89143,23.8,100.0,100.8,28.2,23.6,0.0
2022-08-06 06:50:19,26.3384,84.8061,239.0,307.0,186.0,672.0,288.0,167.0,2.90286,24.3,100.0,100.8,28.2,24.1,0.0
2022-08-06 09:10:18,30.5984,78.7603,1814.0,2399.0,1328.0,5165.0,2239.0,112.0,2.89714,30.1,95.3,100.8,28.1,29.0,2.0
2022-08-06 11:30:17,34.5663,66.8275,2040.0,2796.0,1572.0,5943.0,2637.0,1319.0,2.83429,33.5,75.1,100.8,28.2,28.3,12.9
2022-08-06 11:59:18,35.4223,66.6321,1838.0,2545.0,1454.0,5421.0,2353.0,1216.0,2.84,33.8,79.9,100.8,28.3,29.6,10.6
2022-08-06 15:39:17,32.2399,70.0031,457.0,654.0,397.0,1414.0,540.0,1152.0,2.83429,28.8,98.7,100.7,29.0,28.3,0.5
2022-08-06 16:01:38,31.968,70.9191,490.0,690.0,413.0,1527.0,596.0,1600.0,2.82286,28.9,96.8,100.7,29.0,28.1,1.3
2022-08-06 18:51:38,32.3306,69.8687,305.0,436.0,268.0,954.0,402.0,731.0,2.81714,28.7,95.9,100.7,29.3,27.8,1.6
2022-08-06 21:41:38,27.6678,78.626,1.0,0.0,0.0,0.0,0.0,83.0,2.83429,24.5,100.0,100.7,29.3,24.4,0.0
2022-08-06 21:57:43,27.4764,78.4672,1.0,0.0,0.0,0.0,0.0,170.0,2.83429,24.4,100.0,100.7,29.3,24.2,0.0
2022-08-07 00:07:32,26.4492,80.9954,1.0,0.0,0.0,0.0,0.0,250.0,2.84571,23.7,100.0,100.7,29.1,23.6,0.0
2022-08-07 02:17:21,26.0866,82.6626,0.0,0.0,0.0,0.0,0.0,122.0,2.86286,23.2,100.0,100.7,28.8,23.1,0.0
2022-08-07 04:27:10,25.7845,83.7924,0.0,0.0,0.0,0.0,0.0,113.0,2.85714,22.9,100.0,100.6,28.6,22.8,0.0
2022-08-07 06:36:59,24.7875,84.055,57.0,78.0,56.0,181.0,56.0,65.0,2.86286,22.1,100.0,100.7,28.4,21.9,0.0
2022-08-07 06:50:24,25.1198,84.4092,191.0,285.0,168.0,614.0,207.0,1237.0,2.85714,22.3,100.0,100.7,28.3,22.2,0.0
