Date,Hive Temperature,Hive Humidity,Red Luminous Intensity,Green Luminous Intensity,Blue Luminous Intensity,White Luminous Intensity,IR Luminous Intensity,Sound Intensity,Hive Weight,Temperature,Humidity,Pressure,Solar Radiation,Leaf Wetting,Dew Point,Vapour-Pressure Deficit
2022-07-22 06:45:47,28.4734,75.8473,236.0,299.0,171.0,659.0,241.0,617.0,2.65714,23.7,97.7,101.2,2.1,41,23.2,0.7
2022-07-22 07:04:39,28.9971,76.0672,552.0,641.0,337.0,1379.0,741.0,7351.0,2.65714,25.6,93.5,101.2,7.8,15,24.4,2.1
2022-07-22 09:24:38,32.9046,70.6809,1955.0,2452.0,1315.0,5314.0,2356.0,1703.0,2.64,32.2,68.9,101.2,24.1,1,25.6,15.0
2022-07-22 11:44:37,36.7114,59.6702,1884.0,2423.0,1346.0,5333.0,2330.0,2609.0,2.65714,35.6,55.5,101.3,51.3,2,25.2,25.9
2022-07-22 12:07:02,36.792,58.8641,1854.0,2358.0,1325.0,5252.0,2292.0,2306.0,2.65714,35.7,60.6,101.3,56.1,2,26.7,23.0
2022-07-22 15:47:01,37.4567,57.9298,1192.0,1532.0,865.0,3363.0,1552.0,7223.0,2.65714,34.7,61.0,101.2,47.9,2,25.9,21.6
2022-07-22 16:07:30,37.225,58.1557,1096.0,1414.0,804.0,2994.0,1436.0,3224.0,2.66857,34.3,62.7,101.2,40.6,2,25.9,20.2
2022-07-22 18:57:30,33.6398,68.4275,282.0,373.0,221.0,830.0,359.0,7939.0,2.67429,30.4,75.0,101.2,8.1,1,25.2,10.8
2022-07-22 21:47:30,29.8531,76.116,0.0,0.0,0.0,0.0,0.0,156.0,2.66286,25.9,98.5,101.2,0.0,24,25.5,0.5
2022-07-22 22:06:31,29.5913,76.6473,0.0,0.0,0.0,0.0,0.0,303.0,2.65714,25.6,98.2,101.2,0.0,24,25.1,0.6
2022-07-23 00:16:31,29.3697,76.684,0.0,0.0,0.0,0.0,0.0,278.0,2.65143,24.9,100.0,101.2,0.0,34,24.8,0.0
2022-07-23 02:26:31,29.1885,76.7206,0.0,0.0,0.0,0.0,0.0,190.0,2.63428,24.3,100.0,101.2,0.0,44,24.2,0.0
2022-07-23 04:36:31,29.0878,77.2153,0.0,0.0,0.0,0.0,0.0,136.0,2.63428,24.6,100.0,101.2,0.0,53,24.4,0.0
2022-07-23 06:46:31,29.2892,78.7908,176.0,248.0,156.0,540.0,172.0,371.0,2.64,24.6,100.0,101.2,1.1,52,24.4,0.0
2022-07-23 07:04:17,29.7121,78.7176,282.0,375.0,230.0,842.0,310.0,212.0,2.62857,25.4,100.0,101.3,3.4,39,25.2,0.0
2022-07-23 09:24:16,32.8341,74.9863,2014.0,2473.0,1323.0,5372.0,2410.0,828.0,2.6,33.0,67.1,101.3,25.0,1,25.9,16.6
2022-07-23 11:44:15,36.1475,64.5924,1878.0,2393.0,1335.0,5301.0,2295.0,1165.0,2.61143,36.1,59.1,101.3,50.6,2,26.7,24.5
2022-07-23 12:06:11,36.1978,63.6214,1842.0,2366.0,1327.0,5248.0,2290.0,6269.0,2.60571,36.2,58.8,101.3,55.9,2,26.6,24.7
2022-07-23 15:46:10,34.385,64.0305,1146.0,1526.0,862.0,3358.0,1532.0,6348.0,2.6,36.4,56.6,101.2,49.1,3,26.2,26.3
2022-07-23 16:06:40,34.375,67.6458,1081.0,1390.0,777.0,2934.0,1396.0,7201.0,2.61143,35.5,60.8,101.2,41.1,2,26.5,22.6
2022-07-23 18:56:40,32.532,71.4992,288.0,380.0,222.0,813.0,360.0,811.0,2.61143,31.1,72.9,101.2,8.3,1,25.6,12.3
2022-07-23 21:46:40,29.9539,76.7084,0.0,0.0,0.0,0.0,0.0,239.0,2.59429,25.4,98.7,101.2,0.0,23,25.0,0.4
2022-07-23 22:09:50,29.6517,77.0382,0.0,0.0,0.0,0.0,0.0,104.0,2.6,25.1,100.0,101.3,0.0,29,25.0,0.0
2022-07-24 00:22:54,28.6044,74.9191,0.0,0.0,0.0,0.0,0.0,186.0,2.6,23.4,98.5,101.3,0.0,23,23.0,0.4
2022-07-24 02:35:58,28.0706,74.2351,0.0,0.0,0.0,0.0,0.0,70.0,2.58857,22.9,97.2,101.3,0.0,21,22.3,0.8
2022-07-24 04:49:02,27.8792,75.426,0.0,0.0,0.0,0.0,0.0,113.0,2.58857,22.6,100.0,101.2,0.0,26,22.5,0.0
2022-07-24 07:02:06,27.4865,78.1679,251.0,313.0,183.0,717.0,269.0,136.0,2.58857,23.9,98.8,101.3,--,20,23.5,0.3
2022-07-24 07:03:14,28.2217,76.8672,532.0,614.0,329.0,1366.0,665.0,345.0,2.57143,23.9,98.8,101.3,--,20,23.5,0.3
2022-07-25 09:10:59,31.7968,77.1969,2640.0,3253.0,1796.0,7167.0,3053.0,505.0,2.55429,--,--,--,44.0,--,--,--
2022-07-25 11:30:58,34.7476,67.2855,1959.0,2466.0,1352.0,5383.0,2418.0,1664.0,2.57143,35.5,57.3,101.1,51.0,2,25.6,24.6
2022-07-25 11:58:41,35.3418,64.2015,1857.0,2349.0,1308.0,5176.0,2333.0,1209.0,2.56572,36.3,56.5,101.0,56.3,3,26.1,26.3
2022-07-25 15:38:40,36.1978,63.8107,1188.0,1531.0,867.0,3384.0,1637.0,1666.0,2.57714,36.2,57.8,100.9,51.3,3,26.4,25.4
2022-07-25 16:01:04,36.0669,63.426,1102.0,1394.0,799.0,3098.0,1502.0,932.0,2.57143,35.5,56.0,100.9,44.2,3,25.2,25.4
2022-07-25 18:51:03,32.6025,68.7573,322.0,421.0,244.0,926.0,421.0,976.0,2.59429,31.1,69.6,100.8,10.1,1,24.7,13.8
2022-07-25 21:41:02,29.4402,75.5969,0.0,0.0,0.0,0.0,0.0,156.0,2.58286,25.3,97.0,100.8,0.0,18,24.6,1.0
2022-07-25 21:57:36,29.1583,75.7374,0.0,0.0,0.0,0.0,0.0,89.0,2.58286,25.1,97.4,100.8,0.0,20,24.5,0.8
2022-07-26 00:07:36,28.413,76.5374,0.0,0.0,0.0,0.0,0.0,91.0,2.57143,24.5,96.3,100.8,0.0,19,23.7,1.1
2022-07-26 02:17:36,28.5439,77.8198,0.0,0.0,0.0,0.0,0.0,160.0,2.56,25.0,100.0,100.8,0.0,27,24.8,0.0
2022-07-26 04:27:36,27.7685,78.3267,0.0,0.0,0.0,0.0,0.0,56.0,2.56,23.6,100.0,100.8,0.0,30,23.5,0.0
2022-07-26 06:37:36,27.7987,78.1313,92.0,130.0,80.0,304.0,88.0,106.0,2.56571,23.8,98.8,100.7,1.2,26,23.5,0.3
2022-07-26 06:51:17,28.0505,77.9908,289.0,410.0,225.0,894.0,368.0,444.0,2.56572,24.5,96.2,100.7,2.7,18,23.7,1.2
2022-07-26 09:11:16,30.7696,77.9725,2229.0,2727.0,1438.0,5914.0,2780.0,283.0,2.54857,31.9,68.8,100.8,23.8,1,25.2,14.7
2022-07-26 11:31:15,34.5663,64.9771,2016.0,2519.0,1395.0,5562.0,2510.0,835.0,2.56572,35.7,58.1,100.8,51.0,3,26.0,24.5
2022-07-26 11:58:31,34.9994,64.1344,1864.0,2364.0,1325.0,5253.0,2341.0,1421.0,2.54286,36.3,57.0,100.8,56.6,3,26.2,26.0
2022-07-26 15:38:30,35.9259,61.6061,1203.0,1537.0,859.0,3378.0,1655.0,1032.0,2.57143,36.0,57.6,100.7,43.0,3,26.2,25.3
2022-07-26 16:02:30,35.3216,62.1557,1065.0,1361.0,767.0,2994.0,1464.0,1188.0,2.57143,34.8,60.7,100.6,37.7,2,25.9,21.9
2022-07-26 18:52:29,32.4212,67.2244,308.0,398.0,235.0,889.0,387.0,208.0,2.56572,30.5,68.2,100.6,9.3,1,23.9,13.9
2022-07-26 21:42:28,29.5107,73.3313,0.0,0.0,0.0,0.0,0.0,139.0,2.55429,26.3,83.6,100.7,0.0,2,23.2,5.6
2022-07-26 21:57:35,29.2791,73.9603,0.0,0.0,0.0,0.0,0.0,133.0,2.56,25.9,84.9,100.7,0.0,3,23.1,5.0
2022-07-27 00:07:35,27.9699,72.458,0.0,0.0,0.0,0.0,0.0,122.0,2.57143,24.1,85.2,100.7,0.0,3,21.4,4.5
2022-07-27 02:17:35,27.3052,74.1435,0.0,0.0,0.0,0.0,0.0,180.0,2.54286,23.3,87.8,100.6,0.0,6,21.1,3.5
2022-07-27 04:27:35,27.2045,73.8504,0.0,0.0,0.0,0.0,0.0,132.0,2.54857,22.6,93.4,100.6,0.0,11,21.4,1.8
2022-07-27 06:37:35,26.9729,75.2733,87.0,119.0,75.0,265.0,85.0,121.0,2.52571,23.2,93.5,100.5,1.1,14,22.0,1.8
2022-07-27 06:50:41,27.2347,76.226,229.0,305.0,173.0,640.0,264.0,326.0,2.54286,23.6,94.0,100.5,2.0,10,22.5,1.7
2022-07-27 09:10:40,31.3034,73.8321,2030.0,2529.0,1348.0,5515.0,2481.0,171.0,2.52571,30.4,73.1,100.6,19.5,1,24.9,11.7
2022-07-27 11:30:39,34.5462,65.0748,1951.0,2452.0,1357.0,5402.0,2445.0,981.0,2.53714,34.6,63.4,100.6,42.6,2,26.4,20.1
2022-07-27 11:58:55,35.1404,61.8931,1799.0,2285.0,1282.0,5043.0,2295.0,1002.0,2.52571,35.8,60.9,100.6,46.4,2,26.9,23.0
2022-07-27 15:38:54,38.2019,56.971,1432.0,1857.0,1063.0,4139.0,1781.0,883.0,2.54857,35.0,58.8,100.5,42.8,2,25.6,23.3
2022-07-27 16:01:31,37.8595,56.1282,1275.0,1655.0,945.0,3665.0,1595.0,4188.0,2.55429,34.7,59.0,100.4,37.7,2,25.4,22.8
2022-07-27 18:51:30,33.5189,66.2779,393.0,512.0,307.0,1152.0,455.0,772.0,2.56,30.4,66.8,100.4,9.6,1,23.4,14.4
2022-07-27 21:41:29,29.3194,73.1359,0.0,0.0,0.0,0.0,0.0,91.0,2.55429,26.5,80.5,100.6,0.0,2,22.8,6.8
2022-07-27 21:57:46,28.9468,73.6,0.0,0.0,0.0,0.0,0.0,205.0,2.54286,26.2,81.3,100.5,0.0,2,22.6,6.4
2022-07-28 00:07:46,27.9095,74.4366,0.0,0.0,0.0,0.0,0.0,72.0,2.53714,24.8,88.0,100.6,0.0,5,22.5,3.8
2022-07-28 02:17:46,27.2649,75.829,0.0,0.0,0.0,0.0,0.0,304.0,2.53714,23.7,93.0,100.6,0.0,11,22.4,2.0
2022-07-28 04:27:46,27.0736,76.458,0.0,0.0,0.0,0.0,0.0,67.0,2.53714,23.0,97.9,100.6,0.0,19,22.5,0.6
2022-07-28 06:37:46,26.4794,77.2275,115.0,165.0,106.0,373.0,114.0,182.0,2.51429,22.7,99.8,100.6,0.9,24,22.6,0.1
2022-07-28 06:50:47,26.5297,78.0214,348.0,433.0,256.0,997.0,353.0,380.0,2.51429,23.2,98.7,100.6,2.2,21,22.8,0.4
2022-07-28 09:10:46,31.5954,73.3069,2534.0,3193.0,1739.0,7061.0,2907.0,962.0,2.51429,30.8,67.1,100.7,19.7,1,23.8,14.6
2022-07-28 11:30:45,35.4526,59.7191,2343.0,2988.0,1653.0,6633.0,2683.0,1609.0,2.51429,34.5,56.7,100.8,42.3,2,24.5,23.8
2022-07-28 11:59:23,36.0971,62.1618,2157.0,2831.0,1639.0,6318.0,2549.0,677.0,2.52,34.7,56.4,100.8,46.4,2,24.6,24.1
2022-07-28 15:39:22,39.0076,56.9832,1426.0,1849.0,1065.0,4120.0,1796.0,1042.0,2.54286,34.2,54.7,100.7,42.9,2,23.7,24.4
2022-07-28 16:02:30,39.1889,56.6656,1276.0,1647.0,938.0,3676.0,1607.0,674.0,2.53714,34.5,56.9,100.7,37.7,2,24.5,23.6
2022-07-28 18:52:29,33.8614,61.9481,378.0,503.0,305.0,1116.0,442.0,1213.0,2.54286,30.6,62.7,100.7,9.4,1,22.6,16.4
2022-07-28 21:42:28,29.0273,72.4153,0.0,0.0,0.0,0.0,0.0,104.0,2.52572,26.6,73.3,100.9,0.0,1,21.3,9.3
2022-07-28 21:58:41,28.4936,72.0916,0.0,0.0,0.0,0.0,0.0,196.0,2.53714,26.3,74.3,100.9,0.0,1,21.3,8.8
2022-07-29 00:08:41,27.8994,72.855,0.0,0.0,0.0,0.0,0.0,72.0,2.52,24.4,87.2,100.9,0.0,4,22.0,3.9
2022-07-29 02:18:41,26.6707,75.0107,0.0,0.0,0.0,0.0,0.0,93.0,2.51429,23.1,93.9,100.9,0.0,12,22.0,1.7
2022-07-29 04:28:41,26.1269,75.316,0.0,0.0,0.0,0.0,0.0,42.0,2.50286,22.1,97.2,100.9,0.0,19,21.6,0.8
2022-07-29 06:38:41,25.6536,76.8794,118.0,158.0,103.0,383.0,108.0,144.0,2.48571,22.2,99.3,100.9,1.1,24,22.0,0.2
2022-07-29 06:51:30,25.9255,77.6977,362.0,456.0,277.0,1049.0,373.0,127.0,2.49714,22.8,98.6,100.9,2.2,19,22.4,0.4
2022-07-29 09:11:29,31.0012,77.1481,2655.0,3343.0,1825.0,7349.0,3043.0,394.0,2.47428,30.5,72.7,101.0,20.7,1,24.9,11.9
2022-07-29 11:31:28,35.0397,62.4733,2367.0,3036.0,1700.0,6750.0,2797.0,563.0,2.49714,31.1,79.9,101.1,40.7,2,27.1,9.1
2022-07-29 11:58:43,35.7547,60.5374,2167.0,2837.0,1616.0,6307.0,2575.0,711.0,2.49714,27.8,100.0,101.1,45.5,99,27.6,0.0
2022-07-29 15:38:42,38.3026,53.2641,1406.0,1822.0,1035.0,4023.0,1792.0,560.0,2.50857,33.5,61.7,101.0,43.0,2,25.0,19.9
2022-07-29 16:01:37,37.8192,56.9038,1259.0,1629.0,932.0,3610.0,1618.0,1081.0,2.52571,33.5,55.8,101.0,38.3,2,23.3,22.9
2022-07-29 18:51:36,33.1463,60.9588,382.0,505.0,300.0,1118.0,455.0,631.0,2.53143,29.4,62.6,100.9,9.7,1,21.4,15.4
2022-07-29 21:41:35,28.5036,71.2,0.0,0.0,0.0,0.0,0.0,115.0,2.52,25.5,81.5,101.0,0.0,11,21.9,6.0
2022-07-29 21:57:53,28.3929,71.1023,0.0,0.0,0.0,0.0,0.0,202.0,2.50857,24.5,88.8,101.0,0.0,26,22.4,3.4
2022-07-30 00:07:53,27.1541,71.4748,0.0,0.0,0.0,0.0,0.0,83.0,2.50857,23.2,92.1,101.0,0.0,56,21.7,2.2
2022-07-30 02:17:53,26.4089,73.5573,0.0,0.0,0.0,0.0,0.0,48.0,2.49714,22.3,97.0,101.0,0.0,86,21.6,0.8
2022-07-30 04:27:53,25.9557,73.9298,0.0,0.0,0.0,0.0,0.0,60.0,2.48571,21.7,98.5,100.9,0.0,88,21.3,0.4
2022-07-30 06:37:53,25.6838,75.5542,111.0,156.0,96.0,347.0,95.0,108.0,2.47429,22.1,100.0,100.9,1.1,86,22.0,0.0
2022-07-30 06:50:43,25.855,75.7496,345.0,445.0,261.0,984.0,340.0,140.0,2.46857,22.5,99.7,100.9,2.2,82,22.3,0.1
2022-07-30 09:10:42,30.5581,73.8443,2643.0,3308.0,1772.0,7261.0,3071.0,130.0,2.48571,29.9,75.0,101.0,21.5,2,24.8,10.5
2022-07-30 11:30:41,34.5965,62.5344,2334.0,3003.0,1685.0,6651.0,2708.0,634.0,2.48,33.9,59.0,101.0,41.9,2,24.6,21.7
2022-07-30 11:58:52,35.2612,60.9832,2160.0,2850.0,1619.0,6307.0,2515.0,758.0,2.48571,34.7,59.9,101.0,46.1,2,25.6,22.2
2022-07-30 15:38:51,38.0408,55.9084,1528.0,1970.0,1121.0,4374.0,1876.0,601.0,2.51429,34.4,62.2,100.9,43.0,2,26.0,20.6
2022-07-30 16:01:16,37.4466,57.2519,994.0,1384.0,834.0,3241.0,1276.0,629.0,2.50857,33.7,64.7,100.9,39.6,2,25.9,18.5
2022-07-30 18:51:15,33.6902,64.7145,439.0,556.0,329.0,1246.0,489.0,1072.0,2.51429,30.3,73.0,100.9,9.3,2,24.8,11.7
2022-07-30 21:41:14,29.3697,74.4183,0.0,0.0,0.0,0.0,0.0,207.0,2.50286,26.7,84.1,100.9,0.0,29,23.7,5.6
2022-07-30 21:59:05,29.0273,74.4855,0.0,0.0,0.0,0.0,0.0,141.0,2.50857,26.2,85.9,100.9,0.0,33,23.5,4.8
2022-07-31 00:08:57,27.5368,75.5969,0.0,0.0,0.0,0.0,0.0,243.0,2.49143,24.1,93.3,101.0,0.0,53,22.9,2.0
2022-07-31 02:18:49,26.6405,75.5053,0.0,0.0,0.0,0.0,0.0,94.0,2.48571,23.1,95.4,100.9,0.0,67,22.2,1.3
2022-07-31 04:28:41,26.1773,75.9756,0.0,0.0,0.0,0.0,0.0,55.0,2.48571,22.3,100.0,100.9,0.0,74,22.2,0.0
2022-07-31 06:38:33,25.5831,78.0702,88.0,128.0,75.0,280.0,72.0,108.0,2.46857,23.1,97.7,100.9,0.6,69,22.6,0.7
2022-07-31 06:50:44,25.9758,78.1985,274.0,354.0,208.0,804.0,269.0,142.0,2.45143,23.7,96.2,100.9,1.8,66,22.9,1.1
2022-07-31 09:10:43,30.971,72.3359,2616.0,3301.0,1786.0,7253.0,2951.0,151.0,2.46857,30.6,68.4,100.9,20.6,1,24.0,13.9
2022-07-31 11:30:42,34.3548,59.3466,687.0,948.0,583.0,2137.0,670.0,757.0,2.49714,30.1,66.3,100.9,46.8,1,23.0,14.4
2022-07-31 11:59:00,35.6842,61.8321,2456.0,3193.0,1787.0,7041.0,2889.0,654.0,2.47429,35.6,49.5,100.9,17.1,2,23.2,29.4
2022-07-31 15:38:59,38.4738,51.0351,1515.0,1937.0,1086.0,4296.0,1932.0,693.0,2.51429,34.0,57.5,100.8,42.4,2,24.2,22.6
2022-07-31 16:01:40,39.0177,53.6977,1420.0,1840.0,1043.0,4040.0,1798.0,970.0,2.49714,34.0,53.8,100.8,41.3,2,23.1,24.5
2022-07-31 18:51:39,34.234,61.9176,454.0,562.0,321.0,1238.0,580.0,659.0,2.51429,31.1,63.1,100.8,10.3,2,23.1,16.7
2022-07-31 21:41:38,27.98,63.8595,0.0,0.0,0.0,0.0,0.0,335.0,2.50857,25.3,63.3,100.9,0.0,3,17.8,11.8
2022-07-31 21:58:10,27.6073,58.7725,0.0,0.0,0.0,0.0,0.0,176.0,2.50286,25.3,48.0,100.9,0.0,1,13.5,16.8
2022-08-01 00:08:09,27.6778,41.3374,0.0,0.0,0.0,0.0,0.0,156.0,2.49714,25.8,33.8,100.9,0.0,0,8.6,21.9
2022-08-01 02:18:08,27.2951,41.4779,0.0,0.0,0.0,0.0,0.0,102.0,2.48,25.2,41.0,100.8,0.0,0,10.9,18.9
2022-08-01 04:28:07,25.8147,43.7802,0.0,0.0,0.0,0.0,0.0,57.0,2.47429,22.3,44.7,100.8,0.0,0,9.7,14.9
2022-08-01 06:38:06,24.7774,47.7435,113.0,142.0,94.0,336.0,103.0,128.0,2.49714,22.7,42.7,100.9,0.9,0,9.3,15.8
2022-08-01 06:51:32,25.1097,47.5237,316.0,397.0,228.0,885.0,334.0,131.0,2.48571,22.8,43.0,100.9,1.8,0,9.6,15.8
2022-08-01 09:11:31,31.1019,48.2321,2675.0,3401.0,1852.0,7470.0,3109.0,190.0,2.47429,30.2,39.7,100.9,19.4,1,15.0,25.9
2022-08-01 11:31:30,35.7648,35.7191,2370.0,3029.0,1692.0,6728.0,2863.0,674.0,2.50286,34.5,30.2,100.9,44.0,2,14.5,38.2
2022-08-01 11:58:54,35.9964,33.9481,2159.0,2835.0,1609.0,6286.0,2633.0,611.0,2.48571,34.8,32.6,100.9,48.4,2,15.9,37.5
2022-08-01 15:38:53,38.0911,43.9878,1188.0,1494.0,830.0,3279.0,1710.0,912.0,2.52,34.4,45.2,100.7,43.4,2,20.7,29.8
2022-08-01 16:01:37,36.6913,49.3679,1058.0,1330.0,739.0,2919.0,1522.0,488.0,2.52,33.5,43.3,100.7,38.5,2,19.2,29.2
2022-08-01 18:51:36,33.0255,47.7496,327.0,474.0,285.0,1065.0,455.0,440.0,2.52,30.7,39.9,100.7,9.1,1,15.5,26.6
2022-08-01 21:41:35,27.4261,56.2992,0.0,0.0,0.0,0.0,0.0,104.0,2.51429,23.7,58.4,100.8,0.0,1,15.0,12.2
2022-08-01 21:57:58,26.5297,53.7344,0.0,0.0,0.0,0.0,0.0,92.0,2.50857,23.2,61.8,100.9,0.0,1,15.4,10.9
2022-08-02 00:07:57,24.9587,57.4962,0.0,0.0,0.0,0.0,0.0,115.0,2.49143,21.2,77.3,100.9,0.0,5,17.0,5.7
2022-08-02 02:17:56,24.7069,52.0489,0.0,0.0,0.0,0.0,0.0,47.0,2.48,22.5,50.1,100.9,0.0,0,11.6,13.6
2022-08-02 04:27:55,24.8076,50.5282,0.0,0.0,0.0,0.0,0.0,59.0,2.48,22.6,47.5,100.8,0.0,0,10.9,14.4
2022-08-02 06:37:54,24.2034,51.0046,67.0,106.0,69.0,242.0,44.0,87.0,2.48,21.4,54.8,100.9,0.4,1,11.9,11.6
2022-08-02 06:50:47,24.294,51.8718,255.0,331.0,193.0,748.0,257.0,440.0,2.48,21.5,62.3,100.9,1.3,1,13.9,9.7
2022-08-02 09:10:46,31.3235,51.7435,2582.0,3249.0,1773.0,7193.0,3069.0,137.0,2.45143,30.9,41.2,100.9,19.5,1,16.1,26.2
2022-08-02 11:30:45,38.0206,45.7344,2387.0,2971.0,1653.0,6580.0,2872.0,1075.0,2.47428,35.2,34.4,100.9,42.8,2,17.1,37.4
2022-08-02 11:59:27,37.4567,39.4931,2153.0,2772.0,1554.0,6193.0,2614.0,735.0,2.49143,36.0,44.7,100.9,47.2,2,21.9,32.8
2022-08-02 15:39:26,37.5272,46.0702,1229.0,1558.0,873.0,3421.0,1825.0,1076.0,2.51429,34.4,41.9,100.8,44.5,2,19.5,31.7
2022-08-02 16:01:59,37.0035,52.6473,1110.0,1421.0,795.0,3095.0,1621.0,1081.0,2.49143,34.3,44.9,100.8,39.8,2,20.6,29.9
2022-08-02 18:51:58,32.8341,58.2473,288.0,420.0,241.0,942.0,401.0,1051.0,2.50286,29.4,51.9,100.8,7.1,1,18.4,19.7
2022-08-02 21:41:57,28.7252,62.974,0.0,0.0,0.0,0.0,0.0,103.0,2.48571,25.2,71.8,100.9,0.0,5,19.7,9.0
2022-08-02 21:57:54,28.2519,64.5191,0.0,0.0,0.0,0.0,0.0,274.0,2.48571,24.9,74.7,100.9,0.0,6,20.0,8.0
2022-08-03 00:07:53,26.6103,60.3725,0.0,0.0,0.0,0.0,0.0,106.0,2.48,23.6,63.1,100.9,0.0,2,16.1,10.8
2022-08-03 02:17:52,26.4089,53.4351,0.0,0.0,0.0,0.0,0.0,81.0,2.46286,24.1,49.2,100.9,0.0,0,12.7,15.2
2022-08-03 04:27:51,26.4995,48.7756,0.0,0.0,0.0,0.0,0.0,58.0,2.45143,24.3,46.3,100.8,0.0,0,12.0,16.3
2022-08-03 06:37:50,26.0061,49.6183,76.0,104.0,72.0,250.0,61.0,167.0,2.44571,23.9,48.1,100.8,0.4,0,12.2,15.4
2022-08-03 06:51:19,26.1773,49.887,252.0,325.0,195.0,728.0,272.0,210.0,2.44,24.2,47.2,100.9,1.3,0,12.2,15.9
2022-08-03 09:11:18,32.0889,44.9038,2424.0,3059.0,1682.0,6709.0,2852.0,342.0,2.42857,31.9,37.4,101.0,19.3,1,15.5,29.7
2022-08-03 11:31:17,36.9229,43.6092,2327.0,2949.0,1619.0,6507.0,2754.0,999.0,2.45714,33.8,38.1,101.0,41.9,2,17.5,32.5
2022-08-03 12:08:55,38.0509,48.0611,2059.0,2688.0,1502.0,5984.0,2511.0,814.0,2.47428,34.4,42.5,101.0,46.2,2,19.7,31.3
2022-08-03 15:48:54,39.2392,44.6779,1288.0,1663.0,958.0,3682.0,1699.0,1083.0,2.49143,25.9,100.0,100.9,38.4,100,25.7,0.0
2022-08-03 16:02:31,38.8162,46.5344,1195.0,1540.0,877.0,3396.0,1567.0,899.0,2.49143,27.3,92.4,100.9,35.7,99,25.8,2.8
2022-08-03 18:52:30,34.526,54.4366,788.0,960.0,522.0,2086.0,1071.0,975.0,2.49143,31.3,69.4,100.9,16.6,1,24.8,14.0
2022-08-03 21:42:29,28.5036,55.4992,0.0,0.0,0.0,0.0,0.0,182.0,2.48571,25.7,60.0,101.0,0.0,3,17.3,13.2
2022-08-03 21:58:55,28.1914,56.0183,0.0,0.0,0.0,0.0,0.0,103.0,2.49143,25.6,61.5,101.0,0.0,1,17.6,12.7
2022-08-04 00:08:54,26.701,57.9664,0.0,0.0,0.0,0.0,0.0,218.0,2.46286,24.1,69.1,101.0,0.0,26,18.1,9.3
2022-08-04 02:18:53,25.8349,59.2672,0.0,0.0,0.0,0.0,0.0,39.0,2.46857,23.1,74.8,101.0,0.0,27,18.4,7.1
2022-08-04 04:28:52,24.7371,60.9771,0.0,0.0,0.0,0.0,0.0,51.0,2.45714,21.5,75.3,101.0,0.0,33,16.9,6.3
2022-08-04 06:38:51,23.7804,63.5847,80.0,120.0,72.0,267.0,76.0,93.0,2.45714,21.5,79.1,101.0,0.4,30,17.6,5.3
2022-08-04 06:51:55,24.2034,63.6519,255.0,332.0,181.0,717.0,247.0,256.0,2.44,21.9,76.1,101.0,1.3,33,17.4,6.3
2022-08-04 09:11:54,31.112,65.1237,2302.0,2878.0,1545.0,6328.0,2697.0,439.0,2.42286,30.4,67.0,101.0,18.1,1,23.4,14.3
2022-08-04 11:31:53,35.946,57.7099,2270.0,2786.0,1594.0,6412.0,2730.0,982.0,2.42857,34.2,55.9,101.1,41.0,2,24.0,23.7
2022-08-04 11:59:16,35.1605,59.4565,2072.0,2705.0,1571.0,5991.0,2488.0,1060.0,2.44,34.3,47.9,101.0,45.2,2,21.5,28.2
